50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.072971,,,,,,,,,,,,9d772fe1-0ace-465a-8283-297bffec2881,746,,,"[104.2, 0.1]",3939978,21,,,,1.0951011,,,,,,"[109.3, 10.0]",,Low Pass,,11.136427,,Incomplete,,Piero Aldair Quispe Córdova,101509.0,,,,,Throw-in,1,From Throw In,Marcos Johan López Lanfranco,23749.0,Left Wing Back,45,Peru,784,"['c785ab7f-ff35-4d96-8b44-f5a585e72483', 'e46ed305-6791-40aa-ac68-fb60b943aa60']",6,,,,,,,,,,,,,,,,Peru,784,00:21:06.931,Pass,
,,,,,,,,,,,,,,,,,,0.873601,,,,,,,,,,,,41721094-8f02-4a6a-be58-d6bbcdb23284,751,,,"[10.8, 69.8]",3939978,21,,,,-0.37139916,,Right Foot,,,,"[20.3, 66.1]",,Ground Pass,,10.195097,,,,Jonathan David,23640.0,,,,,,1,From Throw In,Alistair Johnston,44703.0,Right Back,45,Peru,784,"['10dbb55e-407c-4126-b9c2-73863ae8aff1', 'a71c2b50-806c-4562-8b4c-310fe5b046a6']",8,,,,,,,,,,,,,,,,Canada,1833,00:21:08.637,Pass,True
,,,,,,,,,,,,,,,,,,2.992124,,,,,,,,,,,,5f134903-2a97-4f5a-9ea2-280fb41e5600,757,,,"[33.9, 62.6]",3939978,21,,,,-0.20603284,,Right Foot,,,,"[102.8, 48.2]",,High Pass,,70.38871,,Incomplete,,Cyle Larin,16459.0,,,,,Free Kick,1,From Free Kick,Maxime Crépeau,23758.0,Goalkeeper,46,Canada,1833,"['54c09f58-9c71-4e6f-a28a-2d29b5bf057c', 'b6afde77-8e72-4099-9a25-dbee692f2046']",43,,,,,,,,,,,,,,,,Canada,1833,00:21:43.831,Pass,
,,,,,,,,,,,,,,,,,,4.494082,,,,,,,,,,,,54c09f58-9c71-4e6f-a28a-2d29b5bf057c,759,,,"[17.3, 31.9]",3939978,21,,,,-0.25974455,,Right Foot,,,,"[68.1, 18.4]",,High Pass,,52.5632,,Incomplete,,Édison Michael Flores Peralta,5525.0,,,,,Recovery,1,From Free Kick,Carlos Augusto Zambrano Ochandarte,36359.0,Center Back,46,Canada,1833,"['5f134903-2a97-4f5a-9ea2-280fb41e5600', '63e88c75-875e-4b4b-a847-16f689814820', '9b41af4b-bc1a-4066-9515-a0636fc336d2']",46,,,,,,,,,,,,,,,,Peru,784,00:21:46.823,Pass,
,,,,,,,,,,,,,,,,,,6.496677,,,,,,,,,,,,d54e0620-2297-4f70-8c80-d81589c2d593,762,,,"[42.2, 75.0]",3939978,21,,,,0.0670748,,Right Foot,,,,"[107.7, 79.4]",,High Pass,,65.64762,,Out,,Cyle Larin,16459.0,,,,,Recovery,1,From Free Kick,Moise Bombito,383250.0,Right Center Back,46,Canada,1833,['454981c8-d5c7-4723-8645-73a3f3cd1436'],53,,,,,,,,,,,,,,,,Canada,1833,00:21:53.121,Pass,
,,,,,,,,,,,,,,,,,,3.134683,,,,,,,,,,,,3b53d8eb-46bd-4eb4-bcd1-4a0b2dd5c025,764,,,"[15.9, 0.1]",3939978,22,,,,0.06965458,,,,,,"[54.6, 2.8]",,High Pass,,38.79407,,Unknown,,Édison Michael Flores Peralta,5525.0,,,,,Throw-in,1,From Throw In,Alexander Martín Marquinho Callens Asín,15481.0,Left Center Back,47,Peru,784,['37160acd-7b36-42e3-9c7f-9eaea5821913'],19,,,,,,,,,,,,,,,,Peru,784,00:22:19.980,Pass,
,,,,,,,,,,,,,,,,,,3.313692,,,,,,,,,,,,e63bdfa8-6a8d-45fb-b661-b5607cedb70f,768,,,"[54.8, 2.8]",3939978,22,True,,,1.1098012,,Right Foot,,,,"[92.3, 78.3]",,High Pass,,84.30006,,,,Andy Jorman Polo Andrade,13435.0,,True,,,Free Kick,1,From Free Kick,Alexander Martín Marquinho Callens Asín,15481.0,Left Center Back,48,Peru,784,['6259866b-36e5-4c5d-a938-e78606d04e37'],38,,,,,,,,,,,,,,,,Peru,784,00:22:38.029,Pass,
,,,,,,,,,,,,,,,,,,1.324181,,,,,,,,,,,,42d8f907-f701-4dfc-8453-a971b11fccbe,773,,,"[20.1, 5.5]",3939978,22,,,,2.2751226,,Right Foot,,,,"[5.4, 22.8]",,Ground Pass,,22.701982,,,,Derek Cornelius,23760.0,,,,,,1,Regular Play,Richie Laryea,16120.0,Left Back,49,Canada,1833,['c828d7c1-9987-4712-8093-e485b75ff578'],46,,,,,,,,,,,,,,,,Canada,1833,00:22:46.439,Pass,
,,,,,,,,,,,,,,,,,,2.579217,,,,,,,,,,,,6c14c060-0175-4db1-81bb-fcb7c13276b0,776,,,"[4.3, 19.0]",3939978,22,,,,-0.4300377,,Left Foot,,,,"[41.8, 1.8]",,High Pass,,41.256393,,,,Alphonso Davies,12365.0,,,,,,1,Regular Play,Derek Cornelius,23760.0,Left Center Back,49,Canada,1833,['af81aba0-adc8-43da-85df-efb4893e1e3a'],49,,,,,,,,,,,,,,,,Canada,1833,00:22:49.689,Pass,
,,,,,,,,,,,,,,,,,,0.831678,,,,,,,,,,,,835ff22b-139a-4acb-8eef-aa8099eeff66,782,,,"[72.7, 77.8]",3939978,22,,,,-0.084901795,,Right Foot,,,,"[77.4, 77.4]",,Low Pass,,4.7169905,,,,Sergio Fernando Peña Flores,10836.0,,,,,,1,Regular Play,Miguel Gianpierre Araujo Blanco,33176.0,Right Center Back,50,Peru,784,['90f4aea4-e821-4b9b-92e5-1ef814cd62c5'],53,,,,,,,,,,,,,,,,Peru,784,00:22:53.021,Pass,
,,,,,,,,,,,,,,,,,,1.223362,,,,,,,,,,,,b85bcd4e-5da7-4ed4-8683-a8f10674c268,785,,,"[76.7, 76.9]",3939978,22,,,,-1.3664356,,Right Foot,,,,"[80.7, 57.6]",,Ground Pass,,19.71015,,,,Piero Aldair Quispe Córdova,101509.0,,,,,,1,Regular Play,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,50,Peru,784,['a0ec32aa-2729-4c7f-a953-8e73fa481c36'],54,,,,,,,,,,,,,,,,Peru,784,00:22:54.551,Pass,
,,,,,,,,,,,,,,,,,,1.594918,,,,,,,,,,,,f5f3231b-d8e5-467c-9877-1e45e12fc9fa,789,,,"[106.3, 58.3]",3939978,23,,,,1.4239732,,Right Foot,,,,"[108.4, 72.5]",,Ground Pass,,14.354442,,,,Sergio Fernando Peña Flores,10836.0,,,,,,1,Regular Play,Piero Aldair Quispe Córdova,101509.0,Left Center Midfield,50,Peru,784,"['04d16ae5-7ee0-4295-87ae-eec88a9142f6', '3743d275-d4dd-4b3e-9903-739a7a6f14fd']",0,,,,,,,,,,,,,,,,Peru,784,00:23:00.179,Pass,True
,,,,,,,,,,,,,,,,,,1.860115,,,,,,,,,,,,524f9605-624b-452e-adff-e3abcb6aeab6,791,,,"[108.4, 72.0]",3939978,23,,,,-1.5114182,,Right Foot,True,,,"[111.2, 24.9]",,High Pass,,47.183155,,,,Marcos Johan López Lanfranco,23749.0,,True,,,,1,Regular Play,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,50,Peru,784,['9094fd4e-62a3-40f5-b0f6-ab3bbfb2d78b'],1,,,,,,,,,,,,,,,,Peru,784,00:23:01.774,Pass,
,,,,,,,,,,,,,,,,,,2.811118,,,,,,,,,,,,386a0294-ffa2-4c5c-ae0b-0e35b783d1c1,793,,,"[111.6, 24.7]",3939978,23,,,,2.772259,,Head,,,,"[93.0, 31.9]",,Low Pass,,19.944923,,Incomplete,,,,,,,,,1,Regular Play,Marcos Johan López Lanfranco,23749.0,Left Wing Back,50,Peru,784,['ae85e3ba-7bdb-4423-92b2-12237e796841'],3,,,,,,,,,,,,,,,,Peru,784,00:23:03.674,Pass,
,,,,,,,,,,,,,,,,,,1.506968,,,,,,,,,,,,fc78c0b5-8c6a-47c8-965c-125bc365f8d3,799,,,"[68.1, 22.6]",3939978,23,,,,1.7157893,,Right Foot,,,,"[64.8, 45.2]",,Ground Pass,,22.839659,,,,Sergio Fernando Peña Flores,10836.0,,,,,,1,Regular Play,Wilder José Cartagena Mendoza,6313.0,Center Defensive Midfield,50,Peru,784,['3a3fd985-aa4b-43c9-8e1f-975032006f9f'],14,,,,,,,,,,,,,,,,Peru,784,00:23:14.895,Pass,
,,,,,,,,,,,,,,,,,,0.825277,,,,,,,,,,,,cfc0bfc6-384a-45cf-8c83-60b3d61f22c6,801,,,"[65.3, 44.0]",3939978,23,,,,-0.658806,,Right Foot,,,,"[74.6, 36.8]",,Ground Pass,,11.761377,,,,Gianluca Lapadula Vargas,7143.0,,,,,,1,Regular Play,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,50,Peru,784,['627d8e12-e12f-4b8b-b59d-1f4860c87d37'],16,,,,,,,,,,,,,,,,Peru,784,00:23:16.402,Pass,
,,,,,,,,,,,,,,,,,,1.075405,,,,,,,,,,,,bd677287-b20a-47e9-ae39-3f464e97444d,804,,,"[74.6, 36.8]",3939978,23,,,,-1.8514252,,Left Foot,,,,"[69.7, 19.8]",,Ground Pass,,17.69209,,,,Piero Aldair Quispe Córdova,101509.0,,,,,,1,Regular Play,Gianluca Lapadula Vargas,7143.0,Right Center Forward,50,Peru,784,['d3fb27f2-015d-4306-b349-842e9bfe7e3a'],17,,,,,,,,,,,,,,,,Peru,784,00:23:17.849,Pass,
,,,,,,,,,,,,,,,,,,0.869963,,,,,,,,,,,,7d2b1f3a-b557-44c0-baff-06fcb5f60141,807,,,"[72.3, 23.3]",3939978,23,,,,1.9745904,,Right Foot,,,,"[67.6, 34.3]",,Ground Pass,,11.962023,,,,Wilder José Cartagena Mendoza,6313.0,,,,,,1,Regular Play,Piero Aldair Quispe Córdova,101509.0,Left Center Midfield,50,Peru,784,['da50ec7a-39a3-4de0-b707-c2ac744f8a93'],20,,,,,,,,,,,,,,,,Peru,784,00:23:20.028,Pass,
,,,,,,,,,,,,,,,,,,2.080087,,,,,,,,,,,,f643892b-3bd1-4942-9558-1cb908fdd60a,810,,,"[66.0, 38.7]",3939978,23,,,,1.4722465,,Right Foot,,,,"[69.5, 74.1]",,Ground Pass,,35.5726,,,,Andy Jorman Polo Andrade,13435.0,,,,,,1,Regular Play,Wilder José Cartagena Mendoza,6313.0,Center Defensive Midfield,50,Peru,784,['eb03575d-044f-4fc6-82a2-8d05612b244e'],22,,,,,,,,,,,,,,,,Peru,784,00:23:22.991,Pass,
,,,,,,,,,,,,,,,,,,1.316234,,,,,,,,,,,,c1fae9a7-9542-460f-9715-23d196736744,813,,,"[81.4, 73.4]",3939978,23,,,,-2.9474866,,Right Foot,,,,"[69.7, 71.1]",,Ground Pass,,11.923925,,,,Sergio Fernando Peña Flores,10836.0,,,,,,1,Regular Play,Andy Jorman Polo Andrade,13435.0,Right Wing Back,50,Peru,784,['c3ac9c09-74e4-4f91-a938-33f85df21274'],28,,,,,,,,,,,,,,,,Peru,784,00:23:28.314,Pass,
,,,,,,,,,,,,,,,,,,2.872429,,,,,,,,,,,,fb964b0d-71de-4be3-ad00-2b807e7d7081,816,,,"[73.4, 67.1]",3939978,23,,,,-1.1934004,,Right Foot,,,,"[99.8, 0.5]",,High Pass,,71.64161,,Out,,Marcos Johan López Lanfranco,23749.0,,True,,,,1,Regular Play,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,50,Peru,784,['bf6db1e0-8484-4a7b-b64e-812eeb3d5020'],30,,,,,,,,,,,,,,,,Peru,784,00:23:30.881,Pass,
,,,,,,,,,,,,,,,,,,1.429127,,,,,,,,,,,,b2bbf10f-a2f6-4969-a601-dcec3c6abe96,818,,,"[20.3, 80.0]",3939978,23,,,,-0.20873722,,,,,,"[40.6, 75.7]",,Low Pass,,20.750422,,,,Liam Millar,23363.0,,,,,Throw-in,1,From Throw In,Alistair Johnston,44703.0,Right Back,51,Canada,1833,['b7386119-3b86-4814-b745-18dd16d6e43b'],56,,,,,,,,,,,,,,,,Canada,1833,00:23:56.003,Pass,
,,,,,,,,,,,,,,,,,,0.999587,,,,,,,,,,,,9a96b9fb-206b-4b79-88b5-c1ca74cc09eb,825,,,"[82.1, 0.1]",3939978,24,,,,2.5599391,,,,,,"[74.8, 4.9]",,Low Pass,,8.736704,,,,Wilder José Cartagena Mendoza,6313.0,,,,,Throw-in,1,From Throw In,Marcos Johan López Lanfranco,23749.0,Left Wing Back,52,Peru,784,['6dcea5fe-46bb-4ea2-815d-38ef5331a013'],15,,,,,,,,,,,,,,,,Peru,784,00:24:15.405,Pass,
,,,,,,,,,,,,,,,,,,0.803883,,,,,,,,,,,,9e0e61fb-3aa1-4e6b-96d5-df6a6a638a6c,828,,,"[74.8, 4.9]",3939978,24,,,,-0.3752708,,Right Foot,,,,"[81.4, 2.3]",,Ground Pass,,7.093659,,,,Marcos Johan López Lanfranco,23749.0,,,,,,1,From Throw In,Wilder José Cartagena Mendoza,6313.0,Center Defensive Midfield,52,Peru,784,['64f4cec9-698c-47a2-aaf3-003df2e2bb10'],16,,,,,,,,,,,,,,,,Peru,784,00:24:16.805,Pass,
,,,,,,,,,,,,,,,,,,1.26509,,,,,,,,,,,,289f5494-faba-40b5-bf9b-0f44e141ba04,833,,,"[35.2, 74.7]",3939978,24,,,,0.06355067,,Left Foot,,,,"[46.2, 75.4]",,Ground Pass,,11.02225,,Incomplete,,Jonathan David,23640.0,,,,,Recovery,1,From Throw In,Liam Millar,23363.0,Right Wing,52,Peru,784,"['00db4ed1-81f8-49c3-81d5-6b55bac52961', '2ee49795-bfdf-4e50-b061-c9a6ada0ab9f', '5461f0ca-e5ed-4bfb-b9a3-3b52e93d73ae']",18,,,,,,,,,,,,,,,,Canada,1833,00:24:18.386,Pass,True
,,,,,,,,,,,,,,,,,,0.947704,,,,,,,,,,,,2e42c4cd-8e99-4df4-8a68-a1face9decb8,837,,,"[72.7, 4.4]",3939978,24,,,,1.7555343,,Right Foot,,,,"[69.0, 24.2]",,Ground Pass,,20.14274,,,,Sergio Fernando Peña Flores,10836.0,,,,,,1,From Throw In,Wilder José Cartagena Mendoza,6313.0,Center Defensive Midfield,52,Peru,784,['b1616a3f-3f8b-4218-9c67-ebbd0648be10'],20,,,,,,,,,,,,,,,,Peru,784,00:24:20.297,Pass,
,,,,,,,,,,,,,,,,,,1.242572,,,,,,,,,,,,9c1de7f1-e645-47fa-9525-0eedc51ecff0,841,,,"[69.9, 24.2]",3939978,24,,,,-2.4164662,,Left Foot,,,,"[57.6, 13.3]",,Ground Pass,,16.43472,,,,Alexander Martín Marquinho Callens Asín,15481.0,,,,,,1,From Throw In,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,52,Peru,784,"['2bfc2bdf-c0c0-4287-bee2-8a688b3dac91', '9dd3c7d1-7cbf-4caf-8b6f-108064dddc5e']",21,,,,,,,,,,,,,,,,Peru,784,00:24:21.283,Pass,True
,,,,,,,,,,,,,,,,,,1.095982,,,,,,,,,,,,38a9712f-0e94-4824-bd2d-8a4ccb8bd08e,843,,,"[57.6, 13.3]",3939978,24,,,,2.1485052,,Left Foot,,,,"[47.3, 29.1]",,Ground Pass,,18.860806,,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,1,From Throw In,Alexander Martín Marquinho Callens Asín,15481.0,Left Center Back,52,Peru,784,['8e2e3552-28d0-420a-b4e3-2edc2d448dee'],22,,,,,,,,,,,,,,,,Peru,784,00:24:22.525,Pass,
,,,,,,,,,,,,,,,,,,0.973747,,,,,,,,,,,,896d9c1e-e256-46e8-8680-26994ed34ce0,846,,,"[46.9, 29.1]",3939978,24,,,,-1.1695676,,Right Foot,,,,"[53.9, 12.6]",,Ground Pass,,17.923449,,,,Alexander Martín Marquinho Callens Asín,15481.0,,,,,,1,From Throw In,Carlos Augusto Zambrano Ochandarte,36359.0,Center Back,52,Peru,784,['e796ab60-f25b-4ad7-8b75-3aaea7435189'],24,,,,,,,,,,,,,,,,Peru,784,00:24:24.545,Pass,
,,,,,,,,,,,,,,,,,,0.758808,,,,,,,,,,,,a16227c4-0bc5-4b33-9dcb-6641cb559bf4,850,,,"[66.9, 4.7]",3939978,24,,,,0.33563855,,Left Foot,,,,"[75.5, 7.7]",,Low Pass,,9.108238,,,,Marcos Johan López Lanfranco,23749.0,,,,,,1,From Throw In,Alexander Martín Marquinho Callens Asín,15481.0,Left Center Back,52,Peru,784,"['22046549-77d5-4d08-a9e5-c5af4f3eabbc', '645c21b7-7687-493f-907f-dfbc8beed6ec']",28,,,,,,,,,,,,,,,,Peru,784,00:24:28.544,Pass,True
,,,,,,,,,,,,,,,,,,0.490278,,,,,,,,,,,,76b18aa7-40f4-4bd2-b9b2-1515584717d6,855,,,"[77.2, 20.7]",3939978,24,,,,0.776995,,Left Foot,,,,"[83.2, 26.6]",,Ground Pass,,8.414867,,,,Gianluca Lapadula Vargas,7143.0,,,,,,1,From Throw In,Marcos Johan López Lanfranco,23749.0,Left Wing Back,52,Peru,784,"['473c4993-877c-4591-ae73-91e7f4f2c8eb', 'f650d38b-4a8b-46dd-93c7-28d81fd79c84']",32,,,,,,,,,,,,,,,,Peru,784,00:24:32.246,Pass,True
,,,,,,,,,,,,,,,,,,0.196325,,,,,,,,,,,,249a305e-9ddc-4d4a-b80a-7ab7092d83d3,864,,,"[81.1, 30.8]",3939978,24,,,,1.1341692,,Left Foot,,,,"[82.5, 33.8]",,Ground Pass,,3.310589,,Incomplete,,Andy Jorman Polo Andrade,13435.0,,,,,,1,From Throw In,Marcos Johan López Lanfranco,23749.0,Left Wing Back,52,Peru,784,"['7f8cc064-9fcc-4899-95d2-c8f4d6d440c4', 'cfcaae66-26a0-4d77-b8a1-59b8b50bd443', 'f13c286f-1637-494b-894a-265033616156']",35,,,,,,,,,,,,,,,,Peru,784,00:24:35.136,Pass,True
,,,,,,,,,,,,,,,,,,1.835186,,,,,,,,,,,,2071f5f2-6840-4d95-8013-7fa2dda50bf3,867,,,"[26.4, 46.5]",3939978,24,,,,-0.033569474,,Left Foot,,,,"[53.2, 45.6]",,High Pass,,26.815107,,Incomplete,,Cyle Larin,16459.0,,,,,Recovery,1,From Throw In,Ismael Koné,133229.0,Right Defensive Midfield,52,Peru,784,"['ae5484a9-9815-4439-9c96-af31c096215b', 'fa3e789a-a4ad-4af8-a8a9-3c7a60d95ca1']",37,,,,,,,,,,,,,,,,Canada,1833,00:24:37.211,Pass,
,,,,,,,,,,,,,,,,,,1.497101,,,,,,,,,,,,fa3e789a-a4ad-4af8-a8a9-3c7a60d95ca1,870,,,"[66.9, 34.5]",3939978,24,,,True,2.3772883,,,,,,"[54.8, 46.1]",,Low Pass,,16.76216,,,,Miguel Gianpierre Araujo Blanco,33176.0,,,,,Recovery,1,From Throw In,Wilder José Cartagena Mendoza,6313.0,Center Defensive Midfield,52,Peru,784,"['2071f5f2-6840-4d95-8013-7fa2dda50bf3', '2bf9c563-3594-4da3-bf59-c23ee9b7b598', 'ebc05ae3-c998-47ef-8ae5-5a23cd648d2a']",39,,,,,,,,,,,,,,,,Peru,784,00:24:39.046,Pass,True
,,,,,,,,,,,,,,,,,,1.364858,,,,,,,,,,,,d68bca26-a96e-408a-b534-7192538b1098,873,,,"[56.2, 49.4]",3939978,24,,,,0.90950143,,Right Foot,,,,"[77.6, 76.9]",,Ground Pass,,34.845516,,,,Andy Jorman Polo Andrade,13435.0,,,,,,1,From Throw In,Miguel Gianpierre Araujo Blanco,33176.0,Right Center Back,52,Peru,784,['597e7c27-a2bd-4942-90ff-cce324d85d8d'],42,,,,,,,,,,,,,,,,Peru,784,00:24:42.428,Pass,
,,,,,,,,,,,,,,,,,,1.079463,,,,,,,,,,,,52fa0a69-2766-4e76-9622-28410d2452a6,876,,,"[88.8, 75.7]",3939978,24,,,,-0.4896158,,Right Foot,,,,"[104.0, 67.6]",,High Pass,,17.22353,,,,Édison Michael Flores Peralta,5525.0,,,,,,1,From Throw In,Andy Jorman Polo Andrade,13435.0,Right Wing Back,52,Peru,784,['9655cbee-3eb5-40df-b496-9fc57fbc8474'],46,,,,,,,,,,,,,,,,Peru,784,00:24:46.053,Pass,
,,,,,,,,,,,,,,,,,,0.936289,,,,,,,,,,,,6db0b25a-012c-4c0b-834a-44e76fed5c04,879,,,"[104.0, 67.6]",3939978,24,,,,-1.7033478,,Left Foot,,,,"[103.0, 60.1]",,Low Pass,,7.566373,,,,Andy Jorman Polo Andrade,13435.0,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Center Forward,52,Peru,784,['d2933ad9-dd34-45a1-a913-943953bc2964'],47,,,,,,,,,,,,,,,,Peru,784,00:24:47.241,Pass,
,,,,,,,,,,,,,,,,,,1.508944,,,,,,,,,,,,5a5df1a5-fa9e-4847-a355-74909eb3b5b2,886,,,"[120.0, 80.0]",3939978,25,,,,-1.678032,,Right Foot,,,,"[116.2, 44.7]",,High Pass,,35.503944,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,53,Peru,784,['5edc4ac0-051a-453c-9e6a-cafa66a4230f'],26,,,,,,,,,,,,,,,,Peru,784,00:25:26.956,Pass,
,,,,,,,,,,,,,,,,,,0.379269,,,,,,,,,,,,a4c70a3a-4201-4e8b-b2d5-e934b4a8640f,891,,,"[111.2, 20.7]",3939978,25,,,,1.26397,,Left Foot,True,,,"[114.4, 30.8]",,High Pass,,10.5948105,,Incomplete,,,,,,,,,1,From Corner,Marcos Johan López Lanfranco,23749.0,Left Wing Back,53,Peru,784,['aad61a22-0349-4861-917f-b4cd5d886af9'],36,,,,,,,,,,,,,,,,Peru,784,00:25:36.033,Pass,
,,,,,,,,,,,,,,,,,,1.807581,,,,,,,,,,,,c714d792-4f9c-4f79-844a-2f87d8cf617f,894,,,"[59.0, 37.1]",3939978,25,,,,-3.1113904,,Right Foot,,,,"[25.9, 36.1]",,High Pass,,33.1151,,,,Pedro David Gallese Quiróz,5528.0,,,,,Recovery,1,From Corner,Andy Jorman Polo Andrade,13435.0,Right Wing Back,53,Peru,784,['3182f2d7-1033-49ba-9412-ae38ee5c5103'],42,,,,,,,,,,,,,,,,Peru,784,00:25:42.004,Pass,
,,,,,,,,,,,,,,,,,,1.805932,,,,,,,,,,,,dfe3b92b-bd84-4c1c-88db-0939d79daa59,897,,,"[25.9, 36.1]",3939978,25,,,,0.99096346,,Left Foot,,,,"[44.5, 64.5]",,Ground Pass,,33.948784,,,,Andy Jorman Polo Andrade,13435.0,,,,,,1,From Corner,Pedro David Gallese Quiróz,5528.0,Goalkeeper,53,Peru,784,['e841437e-7378-4091-a1c5-59164bb5588c'],46,,,,,,,,,,,,,,,,Peru,784,00:25:46.461,Pass,
,,,,,,,,,,,,,,,,,,1.767472,,,,,,,,,,,,46cb04c5-3399-4c6a-aa71-3d7324059405,900,,,"[46.2, 64.8]",3939978,25,,,,0.49019006,,Left Foot,,,,"[68.5, 76.7]",,Ground Pass,,25.276472,,,,Sergio Fernando Peña Flores,10836.0,,,,,,1,From Corner,Andy Jorman Polo Andrade,13435.0,Right Wing Back,53,Peru,784,['60dea7dd-9cc5-432b-974e-cf6f38824eb9'],49,,,,,,,,,,,,,,,,Peru,784,00:25:49.216,Pass,
,,,,,,,,,,,,,,,,,,5.238597,,,,,,,,,,,,b9f7f2c5-8c4a-48d5-968f-21b157de4dd3,903,,,"[77.9, 74.1]",3939978,25,,,,-1.0794835,,Right Foot,,,,"[116.8, 1.4]",,High Pass,,82.45302,,,,Piero Aldair Quispe Córdova,101509.0,,True,,,,1,From Corner,Sergio Fernando Peña Flores,10836.0,Right Center Midfield,53,Peru,784,['e2b6e751-469a-48a2-83bf-5ed7d8bfab6b'],53,,,,,,,,,,,,,,,,Peru,784,00:25:53.760,Pass,
,,,,,,,,,,,,,,,,,,0.204201,,,,,,,,,,,,8eeeb952-2dc1-41de-9c05-6a08aef15de9,907,,,"[116.8, 1.4]",3939978,25,,,,2.3561945,,Right Foot,,,,"[116.1, 2.1]",,Ground Pass,,0.98994946,,Incomplete,,,,,,,,,1,From Corner,Piero Aldair Quispe Córdova,101509.0,Left Center Midfield,53,Peru,784,"['9a05986e-2a7c-4e10-b514-bcb0c069ada2', '9a1f3282-fe82-43ac-b809-67aa475ca498']",59,,,,,,,,,,,,,,,,Peru,784,00:25:59.408,Pass,True
,,,,,,,,,,,,,,,,,,0.915244,,,,,,,,,,,,e95f6174-8222-49d1-aaa0-402df7c5184d,909,,,"[110.0, 0.1]",3939978,26,,,,1.0560123,,,,,,"[115.6, 10.0]",,High Pass,,11.374093,,,,Piero Aldair Quispe Córdova,101509.0,,,,,Throw-in,1,From Throw In,Marcos Johan López Lanfranco,23749.0,Left Wing Back,54,Peru,784,['8d66ca28-efab-4e6e-a93b-068c1650ab62'],36,,,,,,,,,,,,,,,,Peru,784,00:26:36.231,Pass,
,,,,,,,,,,,,,,,,,,1.617175,,,,,,,,,,,,5965c697-8fa2-45e7-a6ed-c86b541a8466,912,,,"[116.1, 9.8]",3939978,26,,,True,3.1229033,,,,,,"[105.4, 10.0]",,Low Pass,,10.701869,,,,Marcos Johan López Lanfranco,23749.0,,,,,,1,From Throw In,Piero Aldair Quispe Córdova,101509.0,Left Center Midfield,54,Peru,784,"['800e5e46-ff6b-4c7e-b677-1bf0be0c7b13', '8728ac16-8be1-4df2-b260-0dc1ca0f429c']",37,,,,,,,,,,,,,,,,Peru,784,00:26:37.215,Pass,True
,,,,,,,,,,,,,,,,,,1.672274,,,,,,,,,,,,e056b3b1-c9ec-4e97-8f69-a4913850a3ff,921,,,"[86.9, 7.9]",3939978,26,,,,2.0966253,,Right Foot,,,,"[69.2, 38.4]",,Ground Pass,,35.263863,,,,Miguel Gianpierre Araujo Blanco,33176.0,,,,,,1,From Throw In,Wilder José Cartagena Mendoza,6313.0,Center Defensive Midfield,54,Peru,784,['c1b63290-f830-458c-876f-a63283ab5a20'],41,,,,,,,,,,,,,,,,Peru,784,00:26:41.526,Pass,
,,,,,,,,,,,,,,,,,,1.510903,,,,,,,,,,,,dd6d0a2e-f0b4-47af-9731-ceab8fd840cf,924,,,"[72.0, 44.7]",3939978,26,,,,1.0452125,,Right Foot,,,,"[86.5, 69.7]",,Ground Pass,,28.900692,,,,Andy Jorman Polo Andrade,13435.0,,,,,,1,From Throw In,Miguel Gianpierre Araujo Blanco,33176.0,Right Center Back,54,Peru,784,['fdde2933-ca17-4a84-9d09-c1208a2a940d'],44,,,,,,,,,,,,,,,,Peru,784,00:26:44.144,Pass,
