50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.962289,,,,,,,,c4ce7237-1cd0-4593-abdf-189d50482770,2435,,,"[45.1, 3.6]",3939971,64,,,,,2.388836,,Right Foot,,,,"[19.8, 27.3]",,Ground Pass,,34.6667,,,Joël Latibeaudiere,32685.0,,,,,,2,Regular Play,Gregory Leigh,3159.0,Left Wing Back,133,Jamaica,2305,['eb056767-5be8-4dbf-99c7-a266f6065a17'],41,,,,,,,,,,,,,,,,,,Jamaica,2305,00:19:41.866,Pass,
,,,,,,,,,,,,,,,,2.476038,,,,,,,,5cbcc1f7-1628-4e9b-bbdb-2df199966f0d,2438,,,"[19.8, 27.3]",3939971,64,,,,,2.2379744,,Right Foot,,,,"[8.3, 41.9]",,Ground Pass,,18.585209,,,Jahmali Waite,226523.0,,,,,,2,Regular Play,Joël Latibeaudiere,32685.0,Center Back,133,Jamaica,2305,['3e7f225c-5f67-4717-b872-6adb6881910e'],44,,,,,,,,,,,,,,,,,,Jamaica,2305,00:19:44.882,Pass,
,,,,,,,,,,,,,,,,3.368501,,,,,,,,18152125-bb4d-498d-8383-82f8d76f3dab,2442,,,"[8.2, 42.1]",3939971,64,,,,,0.22821194,,Right Foot,,,,"[70.2, 56.5]",,High Pass,,63.650295,Incomplete,,,,,,,,,2,Regular Play,Jahmali Waite,226523.0,Goalkeeper,133,Jamaica,2305,"['61729835-7d05-4c1f-98dd-ab69c082602a', '8396220c-d44b-4702-a453-79603863f23d']",47,,,,,,,,,,,,,,,,,,Jamaica,2305,00:19:47.398,Pass,True
,,,,,,,,,,,,,,,,1.542419,,,,,,,,61729835-7d05-4c1f-98dd-ab69c082602a,2443,,,"[49.9, 23.6]",3939971,64,,,,True,-0.13863973,,,,,,"[62.8, 21.8]",,High Pass,,13.024976,Incomplete,,,,,,,,Recovery,2,Regular Play,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,133,Jamaica,2305,"['18152125-bb4d-498d-8383-82f8d76f3dab', '3f11b38a-d9ae-4d9f-98c1-99c743a3a336', 'fe62dba5-e155-441f-864a-c7294a61723c']",50,,,,,,,,,,,,,,,,,,Mexico,794,00:19:50.766,Pass,True
,,,,,,,,,,,,,,,,0.781985,,,,,,,,4167e8c6-7472-495f-8b7c-e9f8ef414b8e,2451,,,"[51.9, 20.2]",3939971,64,,,,,1.0951011,,Right Foot,,,,"[55.3, 26.8]",,Ground Pass,,7.4242845,,,Luis Francisco Romo Barrón,26386.0,,,,,,2,Regular Play,Julián Andrés Quiñones Quiñones,35375.0,Left Wing,134,Mexico,794,['64b4ab2c-430c-4b04-9af4-811ecf150975'],54,,,,,,,,,,,,,,,,,,Mexico,794,00:19:54.444,Pass,
,,,,,,,,,,,,,,,,1.305221,,,,,,,,7ac91534-1a7d-4022-8c65-e30ca253b35f,2454,,,"[64.0, 36.2]",3939971,65,,,,,1.6605545,,Left Foot,,,,"[63.1, 46.2]",,Ground Pass,,10.040419,,,Luis Gerardo Chávez Magallón,28825.0,,,,,,2,Regular Play,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,134,Mexico,794,['708e2ae5-d337-444f-b59b-1f03c41a4ae1'],0,,,,,,,,,,,,,,,,,,Mexico,794,00:20:00.986,Pass,
,,,,,,,,,,,,,,,,1.005381,,,,,,,,6e14107a-2b3a-4d26-b71f-f85562bac09c,2457,,,"[62.8, 43.9]",3939971,65,,,,,-2.7072253,,Right Foot,,,,"[53.1, 39.4]",,Ground Pass,,10.692988,,,César Jasib Montes Castro,26368.0,,,,,,2,Regular Play,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,134,Mexico,794,['44ff95d8-e4bc-472f-9d30-c1a268f1e17a'],3,,,,,,,,,,,,,,,,,,Mexico,794,00:20:03.336,Pass,
,,,,,,,,,,,,,,,,1.325172,,,,,,,,18e467b1-258b-4b20-b254-f547215a1d1c,2460,,,"[59.7, 45.3]",3939971,65,,,,,-1.7910451,,Right Foot,,,,"[56.7, 31.9]",,Ground Pass,,13.731715,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,2,Regular Play,César Jasib Montes Castro,26368.0,Right Center Back,134,Mexico,794,['8c672fa3-052b-4340-a323-544a5de1f95b'],8,,,,,,,,,,,,,,,,,,Mexico,794,00:20:08.221,Pass,
,,,,,,,,,,,,,,,,1.808099,,,,,,,,6eba27ba-471d-4ae2-9c17-216627c83c12,2463,,,"[63.3, 27.1]",3939971,65,,,,,-1.0370882,,Left Foot,,,,"[78.9, 0.7]",,Ground Pass,,30.664639,,,Julián Andrés Quiñones Quiñones,35375.0,,,,,,2,Regular Play,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,134,Mexico,794,['3af611cf-6c4a-49e3-aed7-b7ffe05b753b'],12,,,,,,,,,,,,,,,,,,Mexico,794,00:20:12.077,Pass,
,,,,,,,,,,,,,,,,1.375039,,,,,,,,2d02f12e-d109-4cb0-baa3-84aa027e094b,2465,,,"[78.9, 0.7]",3939971,65,,,,,2.875963,,Right Foot,,,,"[65.3, 4.4]",,Ground Pass,,14.094325,,,Gerardo Daniel Arteaga Zamora,27896.0,,,,,,2,Regular Play,Julián Andrés Quiñones Quiñones,35375.0,Left Wing,134,Mexico,794,['c0434697-5496-4204-a808-3a2fb5af67c1'],13,,,,,,,,,,,,,,,,,,Mexico,794,00:20:13.885,Pass,
,,,,,,,,,,,,,,,,0.881539,,,,,,,,8ac58b7f-1ad7-420c-834f-c74c69da35d2,2468,,,"[67.9, 5.3]",3939971,65,,,,,-0.55587083,,Left Foot,,,,"[74.5, 1.2]",,Ground Pass,,7.7698135,,,Julián Andrés Quiñones Quiñones,35375.0,,,,,,2,Regular Play,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,134,Mexico,794,['c6c25d45-8128-4c14-8a8b-f5c1a851dd71'],17,,,,,,,,,,,,,,,,,,Mexico,794,00:20:17.507,Pass,
,,,,,,,,,,,,,,,,2.000412,,,,,,,,fe8997c0-6606-4620-aeba-c787a3a6b57a,2472,,,"[68.1, 2.9]",3939971,65,,,,,2.1713374,,Right Foot,,,,"[48.1, 32.1]",,Ground Pass,,35.392654,,,Johan Felipe Vásquez Ibarra,26336.0,,,,,,2,Regular Play,Julián Andrés Quiñones Quiñones,35375.0,Left Wing,134,Mexico,794,"['817d7446-31f9-461e-8f3a-9625abc2254d', '8f7a9c10-2f29-4aa7-b085-1ed5480ab276']",20,,,,,,,,,,,,,,,,,,Mexico,794,00:20:20.935,Pass,True
,,,,,,,,,,,,,,,,1.372655,,,,,,,,33c83096-38c2-49fb-8dbe-ccc92966290d,2475,,,"[48.7, 33.4]",3939971,65,,,,,1.0594321,,Left Foot,,,,"[56.5, 47.3]",,Ground Pass,,15.938946,,,César Jasib Montes Castro,26368.0,,,,,,2,Regular Play,Johan Felipe Vásquez Ibarra,26336.0,Left Center Back,134,Mexico,794,['8f161678-fda7-4025-97ea-0529ee19d272'],24,,,,,,,,,,,,,,,,,,Mexico,794,00:20:24.533,Pass,
,,,,,,,,,,,,,,,,1.225336,,,,,,,,9058a41c-5706-43c8-aadb-3eabc1901300,2478,,,"[68.9, 50.9]",3939971,65,,,,,-0.6451153,,Right Foot,,,,"[88.7, 36.0]",,Ground Pass,,24.780033,,,Orbelín Pineda Alvarado,26280.0,,,,,,2,Regular Play,César Jasib Montes Castro,26368.0,Right Center Back,134,Mexico,794,['9ee80690-1808-4708-bafd-8e7f184a76b3'],29,,,,,,,,,,,,,,,,,,Mexico,794,00:20:29.885,Pass,
,,,,,,,,,,,,,,,,0.594615,,,,,,,,ae4976cb-e5ed-49ec-a983-9427b89f6f48,2480,,,"[88.7, 36.0]",3939971,65,,,,,1.497399,,Right Foot,,,,"[89.2, 42.8]",,Low Pass,,6.8183575,,,Santiago Tomás Giménez,31053.0,,,,,,2,Regular Play,Orbelín Pineda Alvarado,26280.0,Right Center Midfield,134,Mexico,794,['036e7d9f-4388-41ad-9b61-558a1af82f15'],31,,,,,,,,,,,,,,,,,,Mexico,794,00:20:31.110,Pass,
,,,,,,,,,,,,,,,,0.31619,,,,,,,,322e0f63-dc3d-4155-9f40-ff8402eca4f5,2484,,,"[89.2, 41.6]",3939971,65,,,,,-1.1164943,,Left Foot,,,,"[91.3, 37.3]",,Low Pass,,4.7853947,,,Orbelín Pineda Alvarado,26280.0,,,,,,2,Regular Play,Santiago Tomás Giménez,31053.0,Center Forward,134,Mexico,794,"['4a929b61-948c-493c-8c18-aafeadecd0fb', '6806d06c-96b7-48d4-b9cc-5b69a86e874d']",32,,,,,,,,,,,,,,,,,,Mexico,794,00:20:32.281,Pass,True
,,,,,,,,,,,,,,,,1.724053,,,,,,,,39cf9dbd-f41c-472f-8fdf-0601494a40b8,2497,,,"[120.0, 0.1]",3939971,66,,,,,1.8081706,,Left Foot,,,,"[111.0, 37.3]",,High Pass,,38.273228,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,135,Mexico,794,['7ac4156d-3e83-44a7-8a05-15d965a75b2d'],5,,,,,,,,,,,,,,,,,,Mexico,794,00:21:05.664,Pass,
,,,,,,,,,,,,,,,,1.104655,,,,,,,,a10499b6-eb41-4818-b294-7f6b634678fa,2501,,,"[92.8, 24.6]",3939971,66,,,,,-1.6415442,,Left Foot,,,,"[91.9, 11.9]",,Ground Pass,,12.73185,,,Orbelín Pineda Alvarado,26280.0,,,,,,2,From Corner,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,135,Mexico,794,['44944b05-8d40-4978-88ed-3f8a52ab4374'],9,,,,,,,,,,,,,,,,,,Mexico,794,00:21:09.953,Pass,
,,,,,,,,,,,,,,,,0.883186,,,,,,,,d967a4f9-cc07-4663-bdb8-4ca88605cbb5,2504,,,"[92.1, 8.7]",3939971,66,,,,,-0.76442224,,Right Foot,,,,"[99.4, 1.7]",,Ground Pass,,10.113852,,,Luis Gerardo Chávez Magallón,28825.0,,,,,,2,From Corner,Orbelín Pineda Alvarado,26280.0,Right Center Midfield,135,Mexico,794,['5967cf2a-7556-4eb2-9b12-9ee87f36a61c'],11,,,,,,,,,,,,,,,,,,Mexico,794,00:21:11.816,Pass,
,,,,,,,,,,,,,,,,1.297421,,,,,,,,2c512c4c-c955-477a-a1ca-0f5d574a6e76,2507,,,"[102.5, 2.4]",3939971,66,,,,,1.3007239,,Left Foot,True,,,"[112.3, 37.8]",,High Pass,,36.731457,Incomplete,,,,,,,,,2,From Corner,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,135,Mexico,794,['215295ab-e35e-4711-a32f-851155fd794b'],13,,,,,,,,,,,,,,,,,,Mexico,794,00:21:13.799,Pass,
,,,,,,,,,,,,,,,,2.07698,,,,,,,,0bc9c6fe-e908-49b6-8db7-59b9731ee4dd,2517,,,"[80.1, 71.1]",3939971,66,,,,,-3.1180675,,Right Foot,,,,"[63.1, 70.7]",,Ground Pass,,17.004705,,,Carlos Uriel Antuna Romero,15452.0,,,,,,2,From Corner,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,135,Mexico,794,['ab95b8b1-4943-491a-8e86-44083d6f5b18'],25,,,,,,,,,,,,,,,,,,Mexico,794,00:21:25.337,Pass,
,,,,,,,,,,,,,,,,2.322052,,,,,,,,84a13046-d257-4d01-8919-ac931365198a,2521,,,"[61.1, 68.2]",3939971,66,,,,,-2.7267146,,Right Foot,,,,"[25.0, 52.3]",,Ground Pass,,39.44642,,,Julio José González Vela-Alvizu,36949.0,,,,,,2,From Corner,Carlos Uriel Antuna Romero,15452.0,Right Wing,135,Mexico,794,"['a28083fa-b6b7-4dab-9721-d3ce6049338f', 'ca679c2e-6e04-4535-928d-215956ca443c']",28,,,,,,,,,,,,,,,,,,Mexico,794,00:21:28.086,Pass,True
,,,,,,,,,,,,,,,,1.895729,,,,,,,,0a1c5e76-2e55-4af0-b2c2-1d120f9f81a8,2525,,,"[26.7, 50.9]",3939971,66,,,,,0.9265845,,Left Foot,,,,"[43.6, 73.4]",,Ground Pass,,28.140007,,,César Jasib Montes Castro,26368.0,,,,,,2,From Corner,Julio José González Vela-Alvizu,36949.0,Goalkeeper,135,Mexico,794,"['2ba0793d-e541-497b-aca7-5cc7f5be4a35', '414a48c7-b16e-472d-979d-008e430a558e']",36,,,,,,,,,,,,,,,,,,Mexico,794,00:21:36.097,Pass,True
,,,,,,,,,,,,,,,,1.276085,,,,,,,,8696ed5e-a85e-442c-9a3b-cdf77810eacd,2529,,,"[52.8, 76.2]",3939971,66,,,,,-1.2259532,,Right Foot,,,,"[65.3, 41.4]",,Ground Pass,,36.976883,Incomplete,,,,,,,,,2,From Corner,César Jasib Montes Castro,26368.0,Right Center Back,135,Mexico,794,"['a9278628-13af-452b-a657-53beb9cd467f', 'ca63ce63-562e-4033-bfcc-1770626ee586']",39,,,,,,,,,,,,,,,,,,Mexico,794,00:21:39.620,Pass,True
,,,,,,,,,,,,,,,,1.6,,,,,,,,40d0c9f9-fc5f-4bdb-b248-9bbef6eafa81,2541,,,"[61.7, 22.4]",3939971,67,,True,,,-0.89213383,,Right Foot,,,,"[69.2, 13.1]",,Ground Pass,,11.947385,,,Gerardo Daniel Arteaga Zamora,27896.0,,,,,Free Kick,2,From Free Kick,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,136,Mexico,794,['24caec76-22c6-412b-a1d8-bad36797d2bc'],57,,,,,,,,,,,,,,,,,,Mexico,794,00:22:57.379,Pass,
,,,,,,,,,,,,,,,,0.563429,,,,,,,,a5226e70-ac8d-4ccb-9ebf-4cd4d7d4b408,2543,,,"[92.3, 14.4]",3939971,68,,,,,-1.4862525,,Left Foot,,,,"[92.8, 8.5]",,Ground Pass,,5.9211483,,,Julián Andrés Quiñones Quiñones,35375.0,,,,,,2,From Free Kick,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,136,Mexico,794,['4bec4a6c-7afa-45c6-98dc-dd294d6a1d13'],1,,,,,,,,,,,,,,,,,,Mexico,794,00:23:01.838,Pass,
,,,,,,,,,,,,,,,,1.88483,,,,,,,,7d0af3b3-d515-4e93-ae59-416b72ddf4fe,2546,,,"[92.1, 18.7]",3939971,68,,,,,0.7415849,,Right Foot,,,,"[117.1, 41.6]",,High Pass,,33.90295,Incomplete,,,,,,,,,2,From Free Kick,Julián Andrés Quiñones Quiñones,35375.0,Left Wing,136,Mexico,794,['652ee91f-e2dc-4e8e-ac5b-f7b0f59165be'],4,,,,,,,,,,,,,,,,,,Mexico,794,00:23:04.062,Pass,
,,,,,,,,,,,,,,,,1.358816,,,,,,,,1b0cf651-afbf-4ea4-9c92-c7622e771712,2548,,,"[117.9, 52.8]",3939971,68,,,,,-2.3561945,,Right Foot,True,True,,"[106.7, 41.6]",,Ground Pass,,15.839191,Incomplete,,,,,,,,Recovery,2,From Free Kick,Carlos Uriel Antuna Romero,15452.0,Right Wing,136,Mexico,794,['95550abe-b3a2-4c1a-a31b-082e0dded232'],8,,,,,,,,,,,,,,,,,,Mexico,794,00:23:08.049,Pass,
,,,,,,,,,,,,,,,,1.496085,,,,,,,,dda62f58-9b02-4e61-aeb7-c818e2e2d805,2553,,,"[6.6, 3.6]",3939971,68,,,,,1.4329892,,Right Foot,,,,"[8.5, 17.3]",,Ground Pass,,13.831124,,,Kasey Palmer,3317.0,,,,,,2,Regular Play,Shamar Nicholson,31455.0,Center Forward,137,Jamaica,2305,"['8a332e83-6ff6-44cf-954b-d90a683ce8c1', 'cdfef574-6bf4-448d-868e-2e630c363c7c']",15,,,,,,,,,,,,,,,,,,Jamaica,2305,00:23:15.013,Pass,True
,,,,,,,,,,,,,,,,0.730511,,,,,,,,d180abe8-f1ca-404a-bd55-226bbbb054fe,2557,,,"[8.3, 17.3]",3939971,68,,,,,-2.8546538,,Left Foot,,,,"[2.2, 15.5]",,Ground Pass,,6.3600316,,,Gregory Leigh,3159.0,,,,,,2,Regular Play,Kasey Palmer,3317.0,Left Defensive Midfield,137,Jamaica,2305,"['bb351587-514a-4d80-b9d4-9c912abc7c06', 'e5cc2b7e-52ea-4f8d-a2d2-19a3f22965ed']",16,,,,,,,,,,,,,,,,,,Jamaica,2305,00:23:16.549,Pass,True
,,,,,,,,,,,,,,,,2.185443,,,,,,,,9f99fdea-0dd7-4b02-9b30-e0c102f02c62,2560,,,"[2.2, 15.5]",3939971,68,,,,,0.14915715,,Right Foot,,,,"[38.8, 21.0]",,High Pass,,37.010944,Incomplete,,,,,,,,,2,Regular Play,Gregory Leigh,3159.0,Left Wing Back,137,Jamaica,2305,['7959cfe7-e1b3-405d-9975-35608e502009'],17,,,,,,,,,,,,,,,,,,Jamaica,2305,00:23:17.393,Pass,
,,,,,,,,,,,,,,,,0.889937,,,,,,,,b98481a3-01a5-4c1d-884a-9608cef414ee,2563,,,"[91.6, 61.4]",3939971,68,,,,,0.83571535,,Right Foot,,,,"[98.2, 68.7]",,Ground Pass,,9.84124,,,Jorge Eduardo Sánchez Ramos,26406.0,,,,,,2,Regular Play,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,138,Mexico,794,['08a4701e-3ef9-45cc-9fb5-0904cacfce13'],22,,,,,,,,,,,,,,,,,,Mexico,794,00:23:22.140,Pass,
,,,,,,,,,,,,,,,,1.961513,,,,,,,,87abfc9e-c8de-4140-bee5-57dcfffc8c73,2566,,,"[99.8, 68.7]",3939971,68,,,,,-1.2360595,,Right Foot,True,,,"[111.0, 36.5]",,High Pass,,34.092228,Incomplete,,Guillermo Martínez Ayala,75305.0,,,,,,2,Regular Play,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,138,Mexico,794,"['38ddf3bd-96d1-4320-b104-90337e71a748', 'd658fedf-c302-4cc5-a172-2d7c1b116073']",24,,,,,,,,,,,,,,,,,,Mexico,794,00:23:24.783,Pass,
,,,,,,,,,,,,,,,,1.267723,,,,,,,,a54403a8-b98e-4046-8d58-81ce8f43132b,2572,,,"[100.8, 42.1]",3939971,68,,,,,-1.4601392,b8dcea15-8f02-4458-b497-91f37072168e,Right Foot,,,,"[101.7, 34.0]",True,Ground Pass,,8.149847,,,Gerardo Daniel Arteaga Zamora,27896.0,,,,,,2,Regular Play,Luis Francisco Romo Barrón,26386.0,Center Defensive Midfield,138,Mexico,794,['fca4be07-ad87-4013-ab6b-87b320fa0144'],28,,,,,,,,,,,,,,,,,,Mexico,794,00:23:28.861,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,3a579ba7-a225-4558-8f45-3627c79beeb4,2576,,,"[61.0, 40.1]",3939971,69,,True,,,2.641211,,Right Foot,,,,"[40.7, 51.2]",,Ground Pass,,23.13655,,,Joël Latibeaudiere,32685.0,,,,,Kick Off,2,From Kick Off,Michail Antonio,3349.0,Left Attacking Midfield,139,Jamaica,2305,['91d97ed7-cbe8-4c5b-b29f-72b4afb2eb5e'],41,,,,,,,,,,,,,,,,,,Jamaica,2305,00:24:41.147,Pass,
,,,,,,,,,,,,,,,,1.538675,,,,,,,,fda18b84-6fd4-4cdf-aa75-bbf851bbe464,2578,,,"[40.7, 53.0]",3939971,69,,,,,-1.6902252,,Right Foot,,,,"[38.0, 30.5]",,Ground Pass,,22.66142,,,Ethan Pinnock,4610.0,,,,,,2,From Kick Off,Joël Latibeaudiere,32685.0,Right Center Back,139,Jamaica,2305,['40eeb727-bdbc-4ecb-8d7e-4731028aa7b8'],43,,,,,,,,,,,,,,,,,,Jamaica,2305,00:24:43.172,Pass,
,,,,,,,,,,,,,,,,1.178108,,,,,,,,17aff399-25a1-4210-ac56-ce10bff34847,2581,,,"[38.0, 30.5]",3939971,69,,,,,2.3337264,,Left Foot,,,,"[29.3, 39.6]",,Ground Pass,,12.589679,,,Michael Hector,16768.0,,,,,,2,From Kick Off,Ethan Pinnock,4610.0,Left Center Back,139,Jamaica,2305,['46e1d53c-38fd-40ae-8fb0-e088128e1501'],44,,,,,,,,,,,,,,,,,,Jamaica,2305,00:24:44.751,Pass,
,,,,,,,,,,,,,,,,1.754711,,,,,,,,26ae0a02-748c-4b4d-931d-2702e4f21fae,2584,,,"[29.3, 39.6]",3939971,69,,,,,-1.3716371,,Right Foot,,,,"[33.7, 17.8]",,Ground Pass,,22.239605,,,Ethan Pinnock,4610.0,,,,,,2,From Kick Off,Michael Hector,16768.0,Center Back,139,Jamaica,2305,['b8d352ce-3dde-446a-a61b-068c6a9cb8df'],47,,,,,,,,,,,,,,,,,,Jamaica,2305,00:24:47.065,Pass,
,,,,,,,,,,,,,,,,3.072754,,,,,,,,3b50f044-1d61-496b-b89a-460158f1e655,2587,,,"[38.2, 12.4]",3939971,69,,,,,0.33096018,,Left Foot,,,,"[99.9, 33.6]",,High Pass,,65.240555,Incomplete,,Michail Antonio,3349.0,,,,,,2,From Kick Off,Ethan Pinnock,4610.0,Left Center Back,139,Jamaica,2305,"['ec7aae79-ab92-45bb-948a-b88d94471f47', 'f82ae257-fe2c-46cb-b9b7-8a53aa0229a5']",50,,,,,,,,,,,,,,,,,,Jamaica,2305,00:24:50.148,Pass,
,,,,,,,,,,,,,,,,2.145062,,,,,,,,6b1422f6-b36a-4001-850f-81473c975a2a,2592,,,"[81.6, 0.1]",3939971,70,,True,,,0.4333101,,,,,,"[109.7, 13.1]",,Low Pass,,30.961428,,,Michail Antonio,3349.0,,,,,Throw-in,2,From Throw In,Gregory Leigh,3159.0,Left Wing Back,140,Jamaica,2305,['951cbd73-ec6a-4ec8-a587-8bf563009305'],2,,,,,,,,,,,,,,,,,,Jamaica,2305,00:25:02.460,Pass,
,,,,,,,,,,,,,,,,0.104286,,,,,,,,184303d8-e4c7-4d95-a134-1de4fe8e08e2,2596,,,"[116.0, 12.1]",3939971,70,,,,,1.6447353,,Left Foot,,,,"[115.8, 14.8]",,Ground Pass,,2.7073972,Incomplete,,,,,,,,,2,From Throw In,Michail Antonio,3349.0,Left Attacking Midfield,140,Jamaica,2305,"['3d30c867-157d-44b3-95b3-e176ac91e5f2', 'ef5bc1e0-23dd-4e34-a4b3-890580eb768c']",6,,,,,,,,,,,,,,,,,,Jamaica,2305,00:25:06.320,Pass,True
,,,,,,,,,,,,,,,,1.872363,,,,,,,,af9e6413-aa01-469e-a1ad-f85d124d54dd,2598,,,"[97.9, 0.1]",3939971,70,,,,,1.1605608,,,True,,,"[112.6, 33.9]",,High Pass,,36.858242,Incomplete,,,,,,,,Throw-in,2,From Throw In,Ethan Pinnock,4610.0,Left Center Back,141,Jamaica,2305,['53a317d3-271f-4079-aadf-d9a286fb0bcd'],35,,,,,,,,,,,,,,,,,,Jamaica,2305,00:25:35.578,Pass,
,,,,,,,,,,,,,,,,0.423138,,,,,,,,412643b5-338f-4917-bfb4-fe8f7234a7ba,2602,,,"[32.4, 57.3]",3939971,70,,,,,-1.2966288,,Left Foot,,,,"[33.3, 54.1]",,Low Pass,,3.3241541,,,Carlos Alberto Rodríguez Gómez,26297.0,,,,,Recovery,2,From Throw In,Guillermo Martínez Ayala,75305.0,Center Forward,141,Jamaica,2305,"['d1782d53-dc4c-4afd-9c84-c8136b0b69df', 'db282b7d-1075-4263-a210-873ef286edfc']",40,,,,,,,,,,,,,,,,,,Mexico,794,00:25:40.831,Pass,True
,,,,,,,,,,,,,,,,0.875679,,,,,,,,37d4913b-c0bd-4ad8-bbd5-530c27b3245f,2609,,,"[74.5, 38.5]",3939971,70,,,,,-3.0564332,,Right Foot,,,,"[66.3, 37.8]",,Ground Pass,,8.229824,,,Dexter Lembikisa,61204.0,,,,,,2,From Throw In,Michael Hector,16768.0,Center Back,141,Jamaica,2305,"['5fadc351-e057-4654-9849-8f0f661ea33f', 'edf6e116-9f89-46d2-9e74-82f2caf91ded']",43,,,,,,,,,,,,,,,,,,Jamaica,2305,00:25:43.366,Pass,True
,,,,,,,,,,,,,,,,3.159366,,,,,,,,4fb012a7-b892-4aae-ba55-34c0c984e9e4,2612,,,"[66.3, 37.8]",3939971,70,,,,,0.85720026,,Right Foot,,,,"[86.3, 60.9]",,High Pass,,30.555033,Incomplete,,,,,,,,,2,From Throw In,Dexter Lembikisa,61204.0,Right Wing Back,141,Jamaica,2305,['c466884e-352e-4331-9203-29255ef731ae'],44,,,,,,,,,,,,,,,,,,Jamaica,2305,00:25:44.322,Pass,
,,,,,,,,,,,,,,,,1.628427,,,,,,,,c466884e-352e-4331-9203-29255ef731ae,2613,,,"[33.8, 19.2]",3939971,70,,,,,-0.6564874,,Head,,,,"[52.1, 5.1]",,Low Pass,,23.101948,,,Julián Andrés Quiñones Quiñones,35375.0,,,,,Recovery,2,From Throw In,Gerardo Daniel Arteaga Zamora,27896.0,Left Back,141,Jamaica,2305,"['4fb012a7-b892-4aae-ba55-34c0c984e9e4', '57c90f91-5306-4ffe-b7e8-624f5d51215b']",47,,,,,,,,,,,,,,,,,,Mexico,794,00:25:47.481,Pass,
,,,,,,,,,,,,,,,,2.060863,,,,,,,,208c523c-f450-4834-b3c7-b2491458e4de,2616,,,"[55.8, 5.1]",3939971,70,,,,,0.6466486,,Right Foot,,,,"[91.3, 31.9]",,High Pass,,44.48022,Incomplete,,Guillermo Martínez Ayala,75305.0,,,Through Ball,True,,2,From Throw In,Julián Andrés Quiñones Quiñones,35375.0,Left Wing,141,Jamaica,2305,"['7d428adb-a9d8-4d88-9b4b-193acaae28d2', 'a485faa3-d6ec-404a-a46f-6d997432ce72']",51,,,,,,,,,,,,,,,,,,Mexico,794,00:25:51.230,Pass,
,,,,,,,,,,,True,,,,,2.024897,,,,,,,,a485faa3-d6ec-404a-a46f-6d997432ce72,2618,,,"[28.8, 48.2]",3939971,70,,,,,0.22679885,,Head,,,,"[40.5, 50.9]",,Low Pass,,12.007498,,,Michael Hector,16768.0,,,,,Interception,2,From Throw In,Joël Latibeaudiere,32685.0,Right Center Back,141,Jamaica,2305,"['208c523c-f450-4834-b3c7-b2491458e4de', '51be0ded-54d0-4e43-b1e6-cc3081e75d82']",53,,,,,,,,,,,,,,,,,,Jamaica,2305,00:25:53.291,Pass,
,,,,,,,,,,,,,,,,1.227239,,,,,,,,5d00420a-95c4-4c80-a771-2d672a51f0ea,2621,,,"[40.5, 50.9]",3939971,70,,,,,0.4216875,,Left Foot,,,,"[51.2, 55.7]",,Ground Pass,,11.727319,,,Damion Lowe,49120.0,,,,,,2,From Throw In,Michael Hector,16768.0,Center Back,141,Jamaica,2305,['8d3880c0-fcbc-46c5-b0ce-948025370407'],55,,,,,,,,,,,,,,,,,,Jamaica,2305,00:25:55.497,Pass,
