50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.874792,,,,,,,,,,,,c1ee8252-e7c4-49b3-a1ea-9e00b03db091,1458,,,"[41.8, 58.9]",3939969,32,,,,,-1.6447353,,Right Foot,,,,"[39.6, 29.2]",,Ground Pass,,29.78137,,,,,Lisandro Martínez,27768.0,,,,,,1,From Free Kick,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,54,Argentina,779,['c4bd03c6-efb0-4210-9dba-0c59f2f2b08e'],18,,,,,,,,,,,,,,,,,Argentina,779,00:32:18.773,Pass,
,,,,,,,,,,,,,,,,,,,0.806297,,,,,,,,,,,,60536ea8-14cc-4433-825e-76f071cb1dba,1461,,,"[40.6, 25.9]",3939969,32,,,,,-0.044813026,,Left Foot,,,,"[62.9, 24.9]",,Ground Pass,,22.32241,,,,,Alexis Mac Allister,27886.0,,,,,,1,From Free Kick,Lisandro Martínez,27768.0,Left Center Back,54,Argentina,779,['961f5b31-50a9-4333-8ed1-9fb687559113'],22,,,,,,,,,,,,,,,,,Argentina,779,00:32:22.648,Pass,
,,,,,,,,,,,,,,,,,,,1.714208,,,,,,,,,,,,40993f3d-fc72-45d0-8341-af8ad72cbe97,1463,,,"[62.9, 24.9]",3939969,32,,,,,-1.1496762,,Left Foot,,,,"[71.5, 5.7]",,Ground Pass,,21.038061,,,,,Marcos Javier Acuña,19597.0,,,,,,1,From Free Kick,Alexis Mac Allister,27886.0,Left Midfield,54,Argentina,779,['76879420-5c41-49f2-ab0b-0249eac997e4'],23,,,,,,,,,,,,,,,,,Argentina,779,00:32:23.454,Pass,
,,,,,,,,,,,,,,,,,,,1.157126,,,,,,,,,,,,be630d9b-cd41-41ce-9e42-d0689f016a5f,1467,,,"[68.5, 10.1]",3939969,32,,,,,2.5251372,,Left Foot,,,,"[51.0, 22.5]",,Ground Pass,,21.447844,,,,,Lisandro Martínez,27768.0,,,,,,1,From Free Kick,Marcos Javier Acuña,19597.0,Left Back,54,Argentina,779,['babf2947-0df8-4aa8-91d0-90fab5ad30a4'],27,,,,,,,,,,,,,,,,,Argentina,779,00:32:27.186,Pass,
,,,,,,,,,,,,,,,,,,,1.728187,,,,,,,,,,,,70b6aba8-fe77-4fbd-8e18-d9f1ae486f5f,1470,,,"[51.0, 22.5]",3939969,32,,,,,1.9965084,,Left Foot,,,,"[39.8, 47.2]",,Ground Pass,,27.120657,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Lisandro Martínez,27768.0,Left Center Back,54,Argentina,779,['ce263dff-a95c-47e2-bb4c-6f60759a0db2'],29,,,,,,,,,,,,,,,,,Argentina,779,00:32:29.921,Pass,
,,,,,,,,,,,,,,,,,,,1.651735,,,,,,,,,,,,22c4b7e1-6416-4ff9-9236-ccbdbe375352,1473,,,"[39.6, 48.4]",3939969,32,,,,,1.2806143,,Right Foot,,,,"[48.2, 77.2]",,Ground Pass,,30.056614,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['ba9a50fe-4cf4-4fe8-be67-603063614aef'],32,,,,,,,,,,,,,,,,,Argentina,779,00:32:32.898,Pass,
,,,,,,,,,,,,,,,,,,,1.041763,,,,,,,,,,,,37a9ca38-2020-413e-a464-d8ec76e9bb85,1476,,,"[49.4, 76.4]",3939969,32,,,,,-1.0024376,,Right Foot,,,,"[57.0, 64.5]",,Ground Pass,,14.119844,,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Free Kick,Nahuel Molina Lucero,29201.0,Right Back,54,Argentina,779,['5c49d27d-bf41-46f3-a239-cc2af0b3fd4f'],36,,,,,,,,,,,,,,,,,Argentina,779,00:32:36.151,Pass,
,,,,,,,,,,,,,,,,,,,1.441705,,,,,,,,,,,,86e8b463-6a4e-4bd3-8fdd-d0c84f9a94fd,1478,,,"[57.0, 64.5]",3939969,32,,,,,2.071617,,Right Foot,,,,"[51.8, 74.0]",,Ground Pass,,10.83005,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Free Kick,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,54,Argentina,779,['1cc66560-5376-485b-8a56-e032b597f1c1'],37,,,,,,,,,,,,,,,,,Argentina,779,00:32:37.193,Pass,
,,,,,,,,,,,,,,,,,,,1.605791,,,,,,,,,,,,e004fd44-740a-4e1b-9b94-d4adc33c20a2,1481,,,"[51.2, 76.4]",3939969,32,,,,,-1.872573,,Right Foot,,,,"[43.2, 50.7]",,Ground Pass,,26.916351,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Nahuel Molina Lucero,29201.0,Right Back,54,Argentina,779,['ef64e2e8-fc1a-419e-b230-7831cd4436b6'],39,,,,,,,,,,,,,,,,,Argentina,779,00:32:39.100,Pass,
,,,,,,,,,,,,,,,,,,,1.096297,,,,,,,,,,,,a42178b8-9117-4061-aff8-cdc32308d362,1484,,,"[45.0, 54.9]",3939969,32,,,,,1.3473197,,Right Foot,,,,"[49.0, 72.5]",,Ground Pass,,18.048822,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['22f563d1-ce15-46b6-a857-3c8f3baf44a0'],42,,,,,,,,,,,,,,,,,Argentina,779,00:32:42.922,Pass,
,,,,,,,,,,,,,,,,,,,3.164299,,,,,,,,,,,,3539cd15-3ab4-482b-b7b5-3f8cc14ae80c,1487,,,"[46.2, 67.5]",3939969,32,,,,,-2.112104,,Right Foot,,,,"[26.3, 34.4]",,Ground Pass,,38.6215,,,,,Damián Emiliano Martínez,6909.0,,,,,,1,From Free Kick,Nahuel Molina Lucero,29201.0,Right Back,54,Argentina,779,['c1cb2db3-d81f-4822-8d2e-8723332f05b3'],45,,,,,,,,,,,,,,,,,Argentina,779,00:32:45.483,Pass,
,,,,,,,,,,,,,,,,,,,1.407235,,,,,,,,,,,,511ca33f-544d-4720-a4f5-7e3533fcbf6b,1490,,,"[26.3, 34.4]",3939969,32,,,,,1.1455913,,Left Foot,,,,"[31.1, 45.0]",,Ground Pass,,11.63615,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Damián Emiliano Martínez,6909.0,Goalkeeper,54,Argentina,779,['de99c9cc-465f-495c-8709-0a5c2cc3c25d'],51,,,,,,,,,,,,,,,,,Argentina,779,00:32:51.448,Pass,
,,,,,,,,,,,,,,,,,,,1.351859,,,,,,,,,,,,f42e490d-3aca-4479-840f-27e82b49dbb8,1493,,,"[38.4, 47.4]",3939969,32,,,,,1.3203533,,Right Foot,,,,"[45.0, 73.2]",,Ground Pass,,26.63081,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['3dfdb3f7-f826-499a-814c-6e3e9abb35ea'],57,,,,,,,,,,,,,,,,,Argentina,779,00:32:57.507,Pass,
,,,,,,,,,,,,,,,,,,,0.991282,,,,,,,,,,,,b65c17fe-93ef-48bf-93f8-aab150ac1508,1496,,,"[46.8, 70.5]",3939969,32,,,,,1.6770612,,Right Foot,,,,"[46.0, 78.0]",,Ground Pass,,7.542546,,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Free Kick,Nahuel Molina Lucero,29201.0,Right Back,54,Argentina,779,['f4df82f0-8342-484c-94b5-9f09fdd9001d'],59,,,,,,,,,,,,,,,,,Argentina,779,00:32:59.888,Pass,
,,,,,,,,,,,,,,,,,,,2.050822,,,,,,,,,,,,0705db3d-9ed2-449c-afb5-2bfb416575ef,1499,,,"[45.8, 78.0]",3939969,33,,,,,-1.8862576,,Left Foot,,,,"[38.0, 54.1]",,Ground Pass,,25.140604,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Ángel Fabián Di María Hernández,2995.0,Right Midfield,54,Argentina,779,['47e359f0-5322-4413-8b09-7724e60c5ce2'],0,,,,,,,,,,,,,,,,,Argentina,779,00:33:00.904,Pass,
,,,,,,,,,,,,,,,,,,,2.119968,,,,,,,,,,,,57f3f3bd-45c5-4a30-b0ab-eee97df96f16,1502,,,"[43.8, 50.5]",3939969,33,,,,,-1.5707964,,Right Foot,,,,"[43.8, 30.6]",,Ground Pass,,19.9,,,,,Lisandro Martínez,27768.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['4e781018-cd6f-4114-bd30-30e833afa75d'],4,,,,,,,,,,,,,,,,,Argentina,779,00:33:04.595,Pass,
,,,,,,,,,,,,,,,,,,,1.467984,,,,,,,,,,,,d2188049-791d-404c-bcb9-3989f1abb64b,1506,,,"[45.6, 26.1]",3939969,33,,,,,1.6779789,,Right Foot,,,,"[42.2, 57.7]",,Ground Pass,,31.782385,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Lisandro Martínez,27768.0,Left Center Back,54,Argentina,779,"['67bd9b95-a2d0-4b23-912a-393b26cf850f', 'e189f291-bf92-466c-ab1f-d3c125ca4f95']",8,,,,,,,,,,,,,,,,,Argentina,779,00:33:08.247,Pass,True
,,,,,,,,,,,,,,,,,,,1.0473,,,,,,,,,,,,5d29dcbc-ff55-4e43-b66e-acb2567a9b5c,1509,,,"[45.4, 59.5]",3939969,33,,,,,0.06885649,,Right Foot,,,,"[57.0, 60.3]",,Ground Pass,,11.627554,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['5e03f9c9-95a7-4595-aef2-f0933a1bc358'],10,,,,,,,,,,,,,,,,,Argentina,779,00:33:10.883,Pass,
,,,,,,,,,,,,,,,,,,,0.893416,,,,,,,,,,,,06c55f78-1866-4c45-97c6-ab88915de305,1512,,,"[57.4, 60.3]",3939969,33,,,,,-2.9902172,,Right Foot,,,,"[45.6, 58.5]",,Ground Pass,,11.936499,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Nahuel Molina Lucero,29201.0,Right Back,54,Argentina,779,['41e3b5c3-5502-4344-b182-e548335078d5'],12,,,,,,,,,,,,,,,,,Argentina,779,00:33:12.641,Pass,
,,,,,,,,,,,,,,,,,,,1.46017,,,,,,,,,,,,553072b4-8257-4b63-855b-e683d506714a,1515,,,"[45.6, 58.5]",3939969,33,,,,,-1.8949449,,Right Foot,,,,"[41.4, 46.0]",,Ground Pass,,13.186736,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['76d30a1d-3e3a-4f22-8183-978bb4b9e52f'],15,,,,,,,,,,,,,,,,,Argentina,779,00:33:15.934,Pass,
,,,,,,,,,,,,,,,,,,,1.09611,,,,,,,,,,,,d7dd1bf9-2088-408e-a822-6944b98f3561,1518,,,"[42.4, 45.6]",3939969,33,,,,,-0.50836486,,Right Foot,,,,"[62.5, 34.4]",,Ground Pass,,23.00978,,,,,Alexis Mac Allister,27886.0,,,,,,1,From Free Kick,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,54,Argentina,779,['b62134e6-6e52-4ea0-a3c5-1ef9ddc62438'],21,,,,,,,,,,,,,,,,,Argentina,779,00:33:21.034,Pass,
,,,,,,,,,,,,,,,,,,,2.427559,,,,,,,,,,,,b6966fe7-105c-4968-af07-579c555bb4f5,1521,,,"[62.9, 36.0]",3939969,33,,,,,-1.2645886,,Right Foot,,,,"[72.1, 6.9]",,Low Pass,,30.519667,,,,,Marcos Javier Acuña,19597.0,,,,,,1,From Free Kick,Alexis Mac Allister,27886.0,Left Midfield,54,Argentina,779,"['114a0f26-c128-4131-b2fa-fe1fcc9f90e5', '21bf669b-98dd-47cc-b8d8-70ef40de886f']",22,,,,,,,,,,,,,,,,,Argentina,779,00:33:22.130,Pass,True
,,,,,,,,,,,,,,,,,,,1.115028,,,,,,,,,,,,9ea4a96a-0ecd-4246-9eed-23b1f0734ccb,1524,,,"[73.9, 6.1]",3939969,33,,,,,1.9638543,,Left Foot,,,,"[67.1, 22.5]",,Ground Pass,,17.753872,,,,,Alexis Mac Allister,27886.0,,,,,,1,From Free Kick,Marcos Javier Acuña,19597.0,Left Back,54,Argentina,779,['c4a49e8b-8798-4e6e-aac7-d1e1670ed365'],25,,,,,,,,,,,,,,,,,Argentina,779,00:33:25.265,Pass,
,,,,,,,,,,,,,,,,,,,1.076309,,,,,,,,,,,,bb50934b-0de4-4c1c-8d90-b02e9a6b2b31,1527,,,"[66.9, 22.5]",3939969,33,,,,,2.0375886,,Right Foot,,,,"[60.5, 35.2]",,Ground Pass,,14.221462,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Free Kick,Alexis Mac Allister,27886.0,Left Midfield,54,Argentina,779,['28f418c1-5c4e-47ae-afe9-66d26f9e524f'],27,,,,,,,,,,,,,,,,,Argentina,779,00:33:27.967,Pass,
,,,,,,,,,,,,,,,,,,,1.970027,,,,,,,,,,,,3c89cead-2665-4393-a2cc-4881a173a56f,1530,,,"[60.5, 35.2]",3939969,33,,,,,1.7314119,,Right Foot,,,,"[57.6, 53.1]",,Ground Pass,,18.133394,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,54,Argentina,779,['f6620c08-23ea-492d-92c2-17c1ef8b975e'],30,,,,,,,,,,,,,,,,,Argentina,779,00:33:30.322,Pass,
,,,,,,,,,,,,,,,,,,,1.30829,,,,,,,,,,,,a70a25a3-aff0-4081-b5af-328db575f839,1533,,,"[63.1, 60.3]",3939969,33,,,,,0.8794594,,Right Foot,,,,"[75.1, 74.8]",,Ground Pass,,18.82153,,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['fd0ab29f-9a8c-40a0-962e-88581eb86159'],33,,,,,,,,,,,,,,,,,Argentina,779,00:33:33.088,Pass,
,,,,,,,,,,,,,,,,,,,1.629047,,,,,,,,,,,,1429ca27-8538-4dcd-b0ad-fdb5a4cdbc0d,1538,,,"[75.5, 79.0]",3939969,33,,,,,-2.961739,,Left Foot,,,,"[62.3, 76.6]",,Ground Pass,,13.416408,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Free Kick,Ángel Fabián Di María Hernández,2995.0,Right Midfield,54,Argentina,779,"['53c8b3df-4deb-43d8-949a-e19b2bd08f9d', 'cef74613-23bc-445c-89ec-3e47a765dd73', 'f6a809b7-a8ba-4833-8ad8-436acf3843d8']",35,,,,,,,,,,,,,,,,,Argentina,779,00:33:35.363,Pass,True
,,,,,,,,,,,,,,,,,,,2.939374,,,,,,,,,,,,032d3ac1-2ad1-4cd1-ad71-749d80581c83,1541,,,"[62.7, 76.0]",3939969,33,,,,,-1.8834499,,Right Foot,,,,"[48.8, 33.0]",,Ground Pass,,45.19082,,,,,Lisandro Martínez,27768.0,,True,,,,1,From Free Kick,Nahuel Molina Lucero,29201.0,Right Back,54,Argentina,779,['3acc0e87-6af7-4a22-b411-1bcf912de064'],37,,,,,,,,,,,,,,,,,Argentina,779,00:33:37.913,Pass,
,,,,,,,,,,,,,,,,,,,2.34654,,,,,,,,,,,,64df95a4-c621-4ede-b6ff-ad22695752e9,1545,,,"[56.4, 17.1]",3939969,33,,,,,2.5889661,,Right Foot,,,,"[27.7, 34.8]",,Ground Pass,,33.719135,,,,,Damián Emiliano Martínez,6909.0,,,,,,1,From Free Kick,Lisandro Martínez,27768.0,Left Center Back,54,Argentina,779,"['787b9596-9751-46e5-b3f2-20301423e2c0', 'cb96c44f-5238-49ef-aa20-1359eef16b9e']",45,,,,,,,,,,,,,,,,,Argentina,779,00:33:45.812,Pass,True
,,,,,,,,,,,,,,,,,,,1.693571,,,,,,,,,,,,398758ca-0d5f-4fda-9127-8d2f39ee581f,1548,,,"[27.7, 34.8]",3939969,33,,,,,1.0303768,,Left Foot,,,,"[38.2, 52.3]",,Ground Pass,,20.40833,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Damián Emiliano Martínez,6909.0,Goalkeeper,54,Argentina,779,['97246ed4-746b-4b6a-a3ed-b282b9b3a854'],48,,,,,,,,,,,,,,,,,Argentina,779,00:33:48.999,Pass,
,,,,,,,,,,,,,,,,,,,0.768657,,,,,,,,,,,,9a47fd8a-ba04-48e3-89d9-c1cbc351ef91,1551,,,"[39.0, 51.7]",3939969,33,,,,,0.2153577,,Right Foot,,,,"[51.8, 54.5]",,Ground Pass,,13.102672,,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,54,Argentina,779,['011bc58c-0a17-4ff6-ab06-1237f6741735'],57,,,,,,,,,,,,,,,,,Argentina,779,00:33:57.032,Pass,
,,,,,,,,,,,,,,,,,,,1.148292,,,,,,,,,,,,bae81cbf-90f5-4689-893b-ec9fa9868e3b,1554,,,"[51.8, 54.5]",3939969,33,,,,,-2.1098404,,Right Foot,,,,"[45.4, 43.8]",,Ground Pass,,12.467959,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Free Kick,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,54,Argentina,779,['2aba8e1a-e669-4304-9756-bfa220d8ff69'],59,,,,,,,,,,,,,,,,,Argentina,779,00:33:59.243,Pass,
,,,,,,,,,,,,,,,,,,,1.502889,,,,,,,,,,,,da7a4aeb-a952-4819-ba08-ab4c2c32e59e,1557,,,"[45.2, 43.8]",3939969,34,,,,,0.9713,,Right Foot,,,,"[62.9, 69.7]",,Ground Pass,,31.370369,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,54,Argentina,779,['8e321107-504c-4e0e-848c-32e998eaa782'],1,,,,,,,,,,,,,,,,,Argentina,779,00:34:01.080,Pass,
,,,,,,,,,,,,,,,,,,,3.170608,,,,,,,,,,,,b4e4315d-2457-4e1d-80a1-067410768913,1560,,,"[66.5, 67.5]",3939969,34,,,,,-0.97303796,,Left Foot,,,,"[104.9, 11.1]",,High Pass,,68.23137,,,,,Marcos Javier Acuña,19597.0,,True,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,54,Argentina,779,['b9b4db6f-3a77-44e2-82a4-c4c3b9d16976'],4,,,,,,,,,,,,,,,,,Argentina,779,00:34:04.916,Pass,
,,,,,,,,,,,,,,,,,,,0.174332,,,,,,,,,,,,e0889371-d63f-4b82-97e2-7b4d3898ba58,1563,,,"[109.3, 8.5]",3939969,34,,,,,1.4898922,,Left Foot,,,,"[109.9, 15.9]",,Low Pass,,7.4242845,,,Incomplete,,,,,,,,,1,From Free Kick,Marcos Javier Acuña,19597.0,Left Back,54,Argentina,779,['eef04282-3398-431d-9ec3-a34edd384690'],10,,,,,,,,,,,,,,,,,Argentina,779,00:34:10.715,Pass,
,,,,,,,,,,,,,,,,,,,1.747981,,,,,,,,,,,,e5b9a3af-bfc5-4f26-8837-03619adfdfaf,1565,,,"[120.0, 0.1]",3939969,34,,,,,2.5807679,,Right Foot,,,,"[107.9, 7.7]",,Ground Pass,,14.288807,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Corner,1,From Corner,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,55,Argentina,779,['5496b818-1ecb-4f59-aef8-6869bf739e36'],37,,,,,,,,,,,,,,,,,Argentina,779,00:34:37.421,Pass,
,,,,,,,,,,,,,,,,,,,1.528704,,,,,,,,,,,,15622d81-3d69-4e28-bdbf-4be97b293a56,1568,,,"[107.9, 7.7]",3939969,34,,,,,2.4413126,,Left Foot,,,,"[92.0, 21.1]",,Ground Pass,,20.793509,,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,55,Argentina,779,['b8d90ba4-9abc-400d-9366-54fab042e30c'],39,,,,,,,,,,,,,,,,,Argentina,779,00:34:39.346,Pass,
,,,,,,,,,,,,,,,,,,,0.916072,,,,,,,,,,,,d143ba1c-67d6-4a84-a386-86ea1cf51367,1572,,,"[93.4, 18.7]",3939969,34,,,,,-1.2006255,,Left Foot,,,,"[98.6, 5.3]",,Ground Pass,,14.373587,,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Corner,Ángel Fabián Di María Hernández,2995.0,Right Midfield,55,Argentina,779,['c11ba474-3eb8-43a8-8c46-1ade25c6ce60'],41,,,,,,,,,,,,,,,,,Argentina,779,00:34:41.785,Pass,
,,,,,,,,,,,,,,,,,,,1.320867,,,,,,,,,,,,455a0932-93cf-451b-b8bb-711fc8a6ca80,1575,,,"[98.6, 5.3]",3939969,34,,,,,1.8939415,,Right Foot,,,,"[91.4, 26.8]",,Ground Pass,,22.673553,,,,,Marcos Javier Acuña,19597.0,,,,,,1,From Corner,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,55,Argentina,779,['56fec1a8-8f5f-4c42-94ce-484dd9deaa93'],43,,,,,,,,,,,,,,,,,Argentina,779,00:34:43.871,Pass,
,,,,,,,,,,,,,,,,,,,0.691575,,,,,,,,,,,,17b31adf-351c-4e03-abad-7d75bdd7750e,1579,,,"[92.8, 25.3]",3939969,34,,,,,-2.3743744,,Left Foot,,,,"[87.2, 19.9]",,Ground Pass,,7.77946,,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Corner,Marcos Javier Acuña,19597.0,Left Back,55,Argentina,779,['1ce176d4-e802-40d7-a1b1-cad7540fe1b8'],46,,,,,,,,,,,,,,,,,Argentina,779,00:34:46.075,Pass,
,,,,,,,,,,,,,,,,,,,2.059554,,,,,,,,,,,,6a9f0826-61f1-416b-a0a7-c10e31bff974,1581,,,"[87.2, 19.9]",3939969,34,,,,,1.6352232,,Right Foot,,,,"[85.2, 50.9]",,Ground Pass,,31.06445,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Corner,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,55,Argentina,779,['96b4544d-160f-473c-a759-6905be158d61'],46,,,,,,,,,,,,,,,,,Argentina,779,00:34:46.766,Pass,
,,,,,,,,,,,,,,,,,,,1.588627,,,,,,,,,,,,c33a2eab-4159-4e20-b4d9-a678d3de14ac,1583,,,"[86.6, 51.9]",3939969,34,,,,,-2.6524103,,Right Foot,,,,"[66.5, 41.2]",,Ground Pass,,22.770596,,,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Corner,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,55,Argentina,779,['31dd96e1-cd11-4f00-bc08-e2f0404f875c'],48,,,,,,,,,,,,,,,,,Argentina,779,00:34:48.826,Pass,
,,,,,,,,,,,,,,,,,,,2.433663,,,,,,,,,,,,aef47f48-c5c3-4fb4-b142-5f9ed0008483,1586,,,"[66.5, 41.2]",3939969,34,,,,,0.71033055,,Right Foot,,,,"[105.1, 74.4]",,High Pass,,50.91365,,,,,Julián Álvarez,29560.0,,,,,,1,From Corner,Nahuel Molina Lucero,29201.0,Right Back,55,Argentina,779,['cb5dc57b-facc-4b6d-b89f-df3fdfdc6580'],51,,,,,,,,,,,,,,,,,Argentina,779,00:34:51.403,Pass,
,,,,,,,,,,,,,,,,,,,0.717377,,,,,,,,,,,,9efcee5d-abc3-4f78-8f6c-16554e697e7c,1589,,,"[108.9, 69.5]",3939969,34,,,,,-1.385165,,Right Foot,True,,,"[112.9, 48.2]",,Low Pass,,21.672333,,,Incomplete,,,,,,,,,1,From Corner,Julián Álvarez,29560.0,Left Center Forward,55,Argentina,779,['70fd0946-b57f-4f18-8283-498b48b732b8'],55,,,,,,,,,,,,,,,,,Argentina,779,00:34:55.909,Pass,
,,,,,,,,,,,,,,,,,,,2.20137,,,,,,,,,,,,4fc92abb-43d6-461b-b850-af4ac3b97bea,1593,,,"[82.2, 76.2]",3939969,35,,,,,-2.6912775,,Right Foot,,,,"[67.1, 68.9]",,Ground Pass,,16.772001,,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Corner,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,55,Argentina,779,['d810c7dd-61ab-4200-9bed-52630cc9e42b'],4,,,,,,,,,,,,,,,,,Argentina,779,00:35:04.604,Pass,
,,,,,,,,,,,,,,,,,,,2.103565,,,,,,,,,,,,df7f7c80-0860-4d40-9042-dea1ee7afad5,1596,,,"[67.1, 67.9]",3939969,35,,,,,-1.9645579,,Right Foot,,,,"[58.5, 47.2]",,Ground Pass,,22.415396,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Corner,Cristian Gabriel Romero,20572.0,Right Center Back,55,Argentina,779,['50f227f8-fcec-4ae0-86bb-3f8bbb4a761d'],7,,,,,,,,,,,,,,,,,Argentina,779,00:35:07.606,Pass,
,,,,,,,,,,,,,,,,,,,1.812872,,,,,,,,,,,,65eabbce-1c1c-438d-a825-f78a8e2a9407,1599,,,"[58.0, 42.8]",3939969,35,,,,,-0.94547504,,Right Foot,,,,"[74.1, 20.5]",,Ground Pass,,27.504545,,,,,Marcos Javier Acuña,19597.0,,,,,,1,From Corner,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,55,Argentina,779,['2e749c3e-93c8-439c-9e99-aca84e56cab2'],10,,,,,,,,,,,,,,,,,Argentina,779,00:35:10.344,Pass,
,,,,,,,,,,,,,,,,,,,1.388521,,,,,,,,,,,,febb80f6-7589-44fb-9fc9-7355105713f2,1601,,,"[74.1, 20.5]",3939969,35,,,,,-1.0620666,,Right Foot,,,,"[82.8, 4.9]",,Ground Pass,,17.86197,,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Corner,Marcos Javier Acuña,19597.0,Left Back,55,Argentina,779,['fdef9785-10cc-475c-b78e-d87991ee9a23'],12,,,,,,,,,,,,,,,,,Argentina,779,00:35:12.157,Pass,
