50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.974505,,,,,,,,,,,,,,f880aea7-256e-4f44-86d6-3eb561d5f3a2,2619,,,"[29.5, 52.8]",3939976,64,,,,-0.34052768,,Right Foot,,,,"[54.9, 43.8]",Ground Pass,,26.947355,,,Warren Steven Madrigal Molina,154895.0,,,,,,2,Regular Play,Orlando Moisés Galo Calderón,132516.0,Center Defensive Midfield,100,Costa Rica,795,['b9a00adb-bd46-4d1b-8e9f-e85fb626f658'],52,,,,,,,,,,,,,,,,,Costa Rica,795,00:19:52.289,Pass,
,,,,,,,,,,,,,,,,,,0.502156,,,,,,,,,,,,,,baadace9-268e-44bb-9e3c-00fa743e6479,2622,,,"[54.9, 43.8]",3939976,64,,,,2.3561945,,Left Foot,,,,"[52.4, 46.3]",Ground Pass,,3.535534,,,Álvaro José Zamora Mata,184468.0,,,,,,2,Regular Play,Warren Steven Madrigal Molina,154895.0,Left Center Forward,100,Costa Rica,795,['45c35251-fdd7-48ca-8bcc-7916c90de499'],53,,,,,,,,,,,,,,,,,Costa Rica,795,00:19:53.579,Pass,
,,,,,,,,,,,,,,,,,,1.400514,,,,,,,,,,,,,,5954b51b-8436-4ce1-b6f4-8af04d39ac52,2625,,,"[57.6, 56.0]",3939976,64,,,,1.8052905,,Right Foot,,,,"[53.3, 74.0]",Ground Pass,,18.506485,,,Alejandro Jesús Bran Flores,132755.0,,,,,,2,Regular Play,Álvaro José Zamora Mata,184468.0,Right Center Forward,100,Costa Rica,795,['4859f2b9-f849-4aae-8339-c1f43dc2f8da'],55,,,,,,,,,,,,,,,,,Costa Rica,795,00:19:55.855,Pass,
,,,,,,,,,,,,,,,,,,0.842085,,,,,,,,,,,,,,773617ad-e4e8-4f9f-80a7-5c55a4876fd8,2628,,,"[58.4, 76.7]",3939976,65,,,,-1.1551344,,Right Foot,,,,"[64.8, 62.2]",Ground Pass,,15.849606,,,Warren Steven Madrigal Molina,154895.0,,,,,,2,Regular Play,Alejandro Jesús Bran Flores,132755.0,Right Center Midfield,100,Costa Rica,795,['9da8bfd7-256d-45c7-b0fe-0ec9d2620e07'],0,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:00.655,Pass,
,,,,,,,,,,,,,,,,,,0.616882,,,,,,,,,,,,,,563e1b3c-e0e6-4b02-b8b4-822b39d8fe02,2631,,,"[64.0, 65.5]",3939976,65,,,,1.1041,,Right Foot,,,,"[70.6, 78.6]",Ground Pass,,14.668674,,,Álvaro José Zamora Mata,184468.0,,,,,,2,Regular Play,Warren Steven Madrigal Molina,154895.0,Left Center Forward,100,Costa Rica,795,['7a8c73e8-1892-4444-9b89-a73822ee50e9'],3,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:03.040,Pass,
,,,,,,,,,,,,,,,,,,1.246293,,,,,,,,,,,,,,b61fe9aa-08e0-4e80-a9cc-1a50678897f5,2634,,,"[70.6, 78.6]",3939976,65,,,,3.0172377,,Right Foot,,,,"[61.8, 79.7]",Ground Pass,,8.868484,,,Alejandro Jesús Bran Flores,132755.0,,,,,,2,Regular Play,Álvaro José Zamora Mata,184468.0,Right Center Forward,100,Costa Rica,795,['5298ccaf-5173-4929-83f9-33f74b7237e1'],4,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:04.249,Pass,
,,,,,,,,,,,,,,,,,,0.998529,,,,,,,,,,,,,,c54e0c5b-31de-48b4-b5e2-3cf7d62606d2,2637,,,"[61.8, 79.7]",3939976,65,,,,-2.9060476,,Right Foot,,,,"[41.8, 74.9]",Ground Pass,,20.567936,,,Haxzel Quirós Cruz,132510.0,,,,,,2,Regular Play,Alejandro Jesús Bran Flores,132755.0,Right Center Midfield,100,Costa Rica,795,['d9a54cde-3d08-4084-a95d-581d1a752857'],5,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:05.789,Pass,
,,,,,,,,,,,,,,,,,,1.121095,,,,,,,,,,,,,,951a96f6-ab69-459b-a759-ae87d0d33f18,2640,,,"[41.8, 73.5]",3939976,65,,,,-2.349392,,Right Foot,,,,"[34.5, 66.1]",Ground Pass,,10.394711,,,Jeyland Yahir Mitchell Baltodano,143385.0,,,,,,2,Regular Play,Haxzel Quirós Cruz,132510.0,Right Wing Back,100,Costa Rica,795,['f30b1454-20f6-4fbd-80b6-bfe480c45119'],7,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:07.967,Pass,
,,,,,,,,,,,,,,,,,,1.369043,,,,,,,,,,,,,,1ea1c29d-ef5f-4b8c-8c54-1bb69e9818a0,2643,,,"[33.6, 64.1]",3939976,65,,,,-1.6146706,,Right Foot,,,,"[32.7, 43.6]",Ground Pass,,20.519747,,,Juan Pablo Vargas Campos,27163.0,,,,,,2,Regular Play,Jeyland Yahir Mitchell Baltodano,143385.0,Right Center Back,100,Costa Rica,795,['7497bd20-89fc-4e57-a705-ec74975dfefb'],10,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:10.198,Pass,
,,,,,,,,,,,,,,,,,,1.118407,,,,,,,,,,,,,,8a46731f-37bc-4415-a6f5-e79b27f155df,2646,,,"[33.1, 37.3]",3939976,65,,,,-1.4659194,,Left Foot,,,,"[35.7, 12.6]",Ground Pass,,24.836466,,,Francisco Javier Calvo Quesada,5600.0,,,,,,2,Regular Play,Juan Pablo Vargas Campos,27163.0,Center Back,100,Costa Rica,795,['37e87009-a399-4876-8fd1-1484eb9cd421'],12,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:12.610,Pass,
,,,,,,,,,,,,,,,,,,1.095855,,,,,,,,,,,,,,2a8cac14-ae9d-44b7-8406-66ef4a08e2bf,2649,,,"[36.3, 9.7]",3939976,65,,,,0.8154321,,Left Foot,,,,"[47.6, 21.7]",Ground Pass,,16.48302,,,Brandon Aguilera Zamora,108340.0,,,,,,2,Regular Play,Francisco Javier Calvo Quesada,5600.0,Left Center Back,100,Costa Rica,795,['2e0411cd-eb7b-4e04-86cd-11f4c77272db'],14,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:14.915,Pass,
,,,,,,,,,,,,,,,,,,1.494198,,,,,,,,,,,,,,bfa7bed2-2e18-4306-af7c-e482ae9547bd,2652,,,"[52.2, 23.7]",3939976,65,,,,-2.3295848,,Left Foot,,,,"[39.4, 10.2]",Ground Pass,,18.603495,,,Francisco Javier Calvo Quesada,5600.0,,,,,,2,Regular Play,Brandon Aguilera Zamora,108340.0,Left Center Midfield,100,Costa Rica,795,['f63f298a-1325-4f6e-b0f1-9664e1f6c68c'],18,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:18.682,Pass,
,,,,,,,,,,,,,,,,,,1.905118,,,,,,,,,,,,,,e6dc7274-c00c-4a75-8201-2d81ff91e1cc,2655,,,"[39.4, 10.2]",3939976,65,,,,1.9304162,,Left Foot,,,,"[29.7, 36.0]",Ground Pass,,27.5632,,,Juan Pablo Vargas Campos,27163.0,,,,,,2,Regular Play,Francisco Javier Calvo Quesada,5600.0,Left Center Back,100,Costa Rica,795,['eae7d321-f3b7-4d4b-9fb5-ab79eb6cbc79'],22,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:22.954,Pass,
,,,,,,,,,,,,,,,,,,1.378914,,,,,,,,,,,,,,eef5dadf-85b7-4f17-9df7-d57432834baf,2658,,,"[30.5, 40.3]",3939976,65,,,,1.0904835,,Left Foot,,,,"[42.9, 64.1]",Ground Pass,,26.836542,,,Alejandro Jesús Bran Flores,132755.0,,,,,,2,Regular Play,Juan Pablo Vargas Campos,27163.0,Center Back,100,Costa Rica,795,['884391bc-b9fb-4b62-80cc-43de93518271'],26,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:26.134,Pass,
,,,,,,,,,,,,,,,,,,0.611942,,,,,,,,,,,,,,7d25eced-b22c-4f46-9881-1d1b73c29c69,2661,,,"[53.6, 63.9]",3939976,65,,,,-0.48126695,,Right Foot,,,,"[62.6, 59.2]",Ground Pass,,10.153324,,,Álvaro José Zamora Mata,184468.0,,,,,,2,Regular Play,Alejandro Jesús Bran Flores,132755.0,Right Center Midfield,100,Costa Rica,795,['fd3851ae-70a0-438b-a58f-9373fe8a05e5'],30,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:30.537,Pass,
,,,,,,,,,,,,,,,,,,0.979795,,,,,,,,,,,,,,c760c55a-6f0d-4aa1-9893-2bcf4eb5d74f,2664,,,"[62.1, 57.6]",3939976,65,,,,-2.5722795,,Right Foot,,,,"[54.6, 52.8]",Ground Pass,,8.904493,,,Orlando Moisés Galo Calderón,132516.0,,,,,,2,Regular Play,Álvaro José Zamora Mata,184468.0,Right Center Forward,100,Costa Rica,795,['0aea579a-65ee-4e86-8384-6acef1fc682f'],32,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:32.830,Pass,
,,,,,,,,,,,,,,,,,,1.12647,,,,,,,,,,,,,,5bc63827-973e-4966-8597-0c0c77e0a4c1,2667,,,"[55.4, 51.0]",3939976,65,,,,-2.436163,,Right Foot,,,,"[39.9, 37.8]",Ground Pass,,20.359028,,,Juan Pablo Vargas Campos,27163.0,,,,,,2,Regular Play,Orlando Moisés Galo Calderón,132516.0,Center Defensive Midfield,100,Costa Rica,795,['c858aa9a-45c4-4623-b7e1-14858797429d'],34,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:34.853,Pass,
,,,,,,,,,,,,,,,,,,0.980914,,,,,,,,,,,,,,552128fd-07ef-4f48-b51a-051bfa3191d4,2670,,,"[39.9, 37.3]",3939976,65,,,,-0.26818877,,Left Foot,,,,"[53.0, 33.7]",Ground Pass,,13.585654,,,Brandon Aguilera Zamora,108340.0,,,,,,2,Regular Play,Juan Pablo Vargas Campos,27163.0,Center Back,100,Costa Rica,795,['f73a6900-95c9-4319-9cb1-a01258c82477'],37,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:37.138,Pass,
,,,,,,,,,,,,,,,,,,1.092313,,,,,,,,,,,,,,937df3cc-ed54-4cdb-935c-d4894c02d5c8,2673,,,"[50.6, 31.6]",3939976,65,,,,-2.3147435,,Left Foot,,,,"[40.2, 20.3]",Ground Pass,,15.357409,,,Francisco Javier Calvo Quesada,5600.0,,,,,,2,Regular Play,Brandon Aguilera Zamora,108340.0,Left Center Midfield,100,Costa Rica,795,['e43972cb-a8bc-47cd-a786-4142656bda89'],39,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:39.547,Pass,
,,,,,,,,,,,,,,,,,,0.725005,,,,,,,,,,,,,,92c2fca2-a6f7-4882-9703-7d089dbce790,2675,,,"[40.2, 20.3]",3939976,65,,,,0.9673628,,Left Foot,,,,"[45.3, 27.7]",Ground Pass,,8.987213,,,Brandon Aguilera Zamora,108340.0,,,,,,2,Regular Play,Francisco Javier Calvo Quesada,5600.0,Left Center Back,100,Costa Rica,795,['eb2d9647-eb86-440b-bdbc-9d41f150e203'],40,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:40.639,Pass,
,,,,,,,,,,,,,,,,,,0.730573,,,,,,,,,,,,,,45da15d1-550e-49db-8536-cfd1360fc7fb,2678,,,"[45.3, 27.7]",3939976,65,,,,0.3748407,,Left Foot,,,,"[51.4, 30.1]",Ground Pass,,6.5551505,,,Orlando Moisés Galo Calderón,132516.0,,,,,,2,Regular Play,Brandon Aguilera Zamora,108340.0,Left Center Midfield,100,Costa Rica,795,['977022f2-0d6f-46e1-bc8e-547959289d0c'],43,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:43.182,Pass,
,,,,,,,,,,,,,,,,,,0.711171,,,,,,,,,,,,,,7ec71bdd-99d9-4be3-b236-9cd52173755b,2680,,,"[50.6, 30.7]",3939976,65,,,,-2.753274,,Right Foot,,,,"[44.0, 28.0]",Ground Pass,,7.1309185,,,Brandon Aguilera Zamora,108340.0,,,,,,2,Regular Play,Orlando Moisés Galo Calderón,132516.0,Center Defensive Midfield,100,Costa Rica,795,['15382be5-eb1a-4db8-88b4-48a854ea082d'],43,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:43.913,Pass,
,,,,,,,,,,,,,,,,,,1.099831,,,,,,,,,,,,,,f64f5588-400f-40ef-b91c-623841df0165,2683,,,"[46.4, 24.5]",3939976,65,,,,-2.0647378,,Left Foot,,,,"[39.4, 11.5]",Ground Pass,,14.764823,,,Francisco Javier Calvo Quesada,5600.0,,,,,,2,Regular Play,Brandon Aguilera Zamora,108340.0,Left Center Midfield,100,Costa Rica,795,['b9034b85-515a-42db-9982-f241a3fade91'],46,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:46.277,Pass,
,,,,,,,,,,,,,,,,,,0.735079,,,,,,,,,,,,,,97398792-5c79-4809-9581-c55d1787f3e5,2686,,,"[38.8, 11.0]",3939976,65,,,,0.7312994,,Left Foot,,,,"[53.4, 24.1]",Ground Pass,,19.615555,,,Álvaro José Zamora Mata,184468.0,,,,,,2,Regular Play,Francisco Javier Calvo Quesada,5600.0,Left Center Back,100,Costa Rica,795,['1d907939-3383-4977-a6bb-1fa0cbd60561'],48,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:48.235,Pass,
,,,,,,,,,,,,,,,,,,0.982151,,,,,,,,,,,,,,8f2c2ab1-cd60-4287-bcf7-7c624dd05320,2690,,,"[51.4, 28.5]",3939976,65,,,,3.041924,,Right Foot,,,,"[45.4, 29.1]",Ground Pass,,6.0299253,,,Brandon Aguilera Zamora,108340.0,,,,,,2,Regular Play,Álvaro José Zamora Mata,184468.0,Right Center Forward,100,Costa Rica,795,['ce3507a3-0f26-4549-818a-06ca24c2cc77'],49,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:49.980,Pass,
,,,,,,,,,,,,,,,,,,0.874155,,,,,,,,,,,,,,a5075436-221d-4c71-9e1b-7921784660c0,2694,,,"[44.3, 27.5]",3939976,65,,,,1.4906763,,Left Foot,,,,"[45.4, 41.2]",Ground Pass,,13.74409,,,Álvaro José Zamora Mata,184468.0,,,,,,2,Regular Play,Brandon Aguilera Zamora,108340.0,Left Center Midfield,100,Costa Rica,795,"['d243b13c-0f4a-4b4c-b89d-12fe75bb8708', 'ec17cc13-0f06-4a00-b6f1-8acd41dcb417']",51,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:51.340,Pass,True
,,,,,,,,,,,,,,,,,,1.629896,,,,,,,,,,,,,,8bb984dd-33ae-412d-8b8d-be2d40859f79,2698,,,"[45.6, 43.6]",3939976,65,,,,2.1695383,,Right Foot,,,,"[32.5, 62.8]",Ground Pass,,23.243279,,,Jeyland Yahir Mitchell Baltodano,143385.0,,,,,,2,Regular Play,Álvaro José Zamora Mata,184468.0,Right Center Forward,100,Costa Rica,795,"['1b332849-ff3f-405a-a397-e6eaae097fc4', '5ac2b243-7627-4033-a9a3-fcfa0f115127']",52,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:52.898,Pass,True
,,,,,,,,,,,,,,,,,,0.712561,,,,,,,,,,,,,,6e6c7ed3-279f-4edd-bc98-9e45d06d231e,2701,,,"[37.5, 59.8]",3939976,65,,,,-0.98279375,,Right Foot,,,,"[41.5, 53.8]",Ground Pass,,7.2111025,,,Orlando Moisés Galo Calderón,132516.0,,,,,,2,Regular Play,Jeyland Yahir Mitchell Baltodano,143385.0,Right Center Back,100,Costa Rica,795,['10b0c70d-d9f8-4f20-b267-98e9c84f83d2'],56,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:56.647,Pass,
,,,,,,,,,,,,,,,,,,1.389404,,,,,,,,,,,,,,14563621-8ece-40ec-8119-0e8ba155e790,2704,,,"[41.5, 53.8]",3939976,65,,,,1.3892429,,Right Foot,,,,"[45.3, 74.5]",Ground Pass,,21.045902,,,Alejandro Jesús Bran Flores,132755.0,,,,,,2,Regular Play,Orlando Moisés Galo Calderón,132516.0,Center Defensive Midfield,100,Costa Rica,795,['4127931b-8821-49cc-ada6-c1f584a5559e'],57,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:57.451,Pass,
,,,,,,,,,,,,,,,,,,0.862079,,,,,,,,,,,,,,50063f87-c609-4b0e-ac24-95d31af5c9cd,2707,,,"[45.3, 74.5]",3939976,65,,,,0.22800902,,Right Foot,,,,"[63.4, 78.7]",Ground Pass,,18.580904,,,Haxzel Quirós Cruz,132510.0,,,,,,2,Regular Play,Alejandro Jesús Bran Flores,132755.0,Right Center Midfield,100,Costa Rica,795,['88e84562-68bf-451a-820b-a83867067a29'],59,,,,,,,,,,,,,,,,,Costa Rica,795,00:20:59.685,Pass,
,,,,,,,,,,,,,,,,,,0.884752,,,,,,,,,,,,,,3777bb82-7c43-4f2f-a9cd-979f2061870a,2710,,,"[63.4, 78.7]",3939976,66,,,,-1.1226513,,Right Foot,,,,"[65.9, 73.5]",Ground Pass,,5.7697487,,,Álvaro José Zamora Mata,184468.0,,,,,,2,Regular Play,Haxzel Quirós Cruz,132510.0,Right Wing Back,100,Costa Rica,795,['8bc9feb7-4f26-467f-8222-8e05fa29e8e7'],1,,,,,,,,,,,,,,,,,Costa Rica,795,00:21:01.298,Pass,
,,,,,,,,,,,,,,,,,,1.017738,,,,,,,,,,,,,,41e107ff-2bd9-461f-9279-29295eb28f77,2714,,,"[72.4, 73.5]",3939976,66,,,,0.5754247,,Left Foot,,,,"[79.8, 78.3]",Ground Pass,,8.820431,,,Haxzel Quirós Cruz,132510.0,,,,,,2,Regular Play,Álvaro José Zamora Mata,184468.0,Right Center Forward,100,Costa Rica,795,"['b11b1850-0cb3-4a9f-b305-ffbbfefffc12', 'b93974a5-5751-490a-b1a4-becab33b1a64']",3,,,,,,,,,,,,,,,,,Costa Rica,795,00:21:03.430,Pass,True
,,,,,,,,,,,,,,,,,,1.147646,,,,,,,,,,,,,,d2bf0861-dde7-446d-a06d-1405c1e47d12,2719,,,"[79.1, 78.7]",3939976,66,,,,2.8603604,,Right Foot,,,,"[74.6, 80.0]",Ground Pass,,4.6840153,,Out,Alejandro Jesús Bran Flores,132755.0,,,,,,2,Regular Play,Haxzel Quirós Cruz,132510.0,Right Wing Back,100,Costa Rica,795,['80959804-412c-4ba2-b696-c6176e689667'],5,,,,,,,,,,,,,,,,,Costa Rica,795,00:21:05.393,Pass,
,,,,,,,,,,,,,,,,,,2.05562,,,,,,,,,,,,,,aa690e85-0280-4ede-a21f-aa1abf453081,2721,,,"[39.4, 0.1]",3939976,66,True,,,2.604006,,,,,,"[23.8, 9.4]",Low Pass,,18.161774,,,Marcos Aoás Corrêa,4372.0,,,,,Throw-in,2,From Throw In,Guilherme Antonio Arana Lopes,6919.0,Left Back,101,Brazil,781,['2c550d08-d751-4627-adb9-d120bf87e392'],11,,,,,,,,,,,,,,,,,Brazil,781,00:21:11.491,Pass,
,,,,,,,,,,,,,,,,,,2.702153,,,,,,,,,,,,,,90aa030a-4970-4376-9fe4-fc26e9ddf234,2723,,,"[31.5, 21.7]",3939976,66,,,,1.8088717,,Left Foot,,,,"[25.7, 45.6]",Ground Pass,,24.593699,,,Éder Gabriel Militão,13620.0,,,,,,2,From Throw In,Marcos Aoás Corrêa,4372.0,Left Center Back,101,Brazil,781,['7bc65847-7b78-419e-aca0-831736ae927c'],18,,,,,,,,,,,,,,,,,Brazil,781,00:21:18.956,Pass,
,,,,,,,,,,,,,,,,,,1.980834,,,,,,,,,,,,,,baade1d7-ec62-4e60-9dda-cb785ecde93b,2726,,,"[33.0, 49.6]",3939976,66,,,,-1.5141996,,Right Foot,,,,"[35.0, 14.3]",Ground Pass,,35.356613,,,Marcos Aoás Corrêa,4372.0,,,,,,2,From Throw In,Éder Gabriel Militão,13620.0,Right Center Back,101,Brazil,781,['fcf7739c-7463-4809-8925-241a2e313f08'],24,,,,,,,,,,,,,,,,,Brazil,781,00:21:24.105,Pass,
,,,,,,,,,,,,,,,,,,1.649939,,,,,,,,,,,,,,cde4c4f3-1d13-4e67-aabf-9fd69e96031f,2729,,,"[40.5, 14.6]",3939976,66,,,,-0.6071849,,Right Foot,,,,"[59.5, 1.4]",Ground Pass,,23.135254,,,Guilherme Antonio Arana Lopes,6919.0,,,,,,2,From Throw In,Marcos Aoás Corrêa,4372.0,Left Center Back,101,Brazil,781,['263abc76-79d9-4c4a-b4bd-e6d972669aee'],27,,,,,,,,,,,,,,,,,Brazil,781,00:21:27.080,Pass,
,,,,,,,,,,,,,,,,,,0.850379,,,,,,,,,,,,,,ac8e4a1a-5842-4d63-b7dc-4446973010b3,2732,,,"[62.7, 1.8]",3939976,66,,,,2.1674566,,Left Foot,,,,"[55.5, 12.4]",Ground Pass,,12.8140545,,,João Victor Gomes da Silva,48720.0,,,,,,2,From Throw In,Guilherme Antonio Arana Lopes,6919.0,Left Back,101,Brazil,781,['1d4290ac-68e1-4df2-bc56-d190aa3b4a56'],29,,,,,,,,,,,,,,,,,Brazil,781,00:21:29.964,Pass,
,,,,,,,,,,,,,,,,,,1.64761,,,,,,,,,,,,,,5cae0f07-98f2-404a-a723-6cbe906e8ae9,2736,,,"[58.5, 14.8]",3939976,66,,,,1.8572971,,Right Foot,,,,"[51.4, 38.9]",Ground Pass,,25.124092,,,Éder Gabriel Militão,13620.0,,,,,,2,From Throw In,João Victor Gomes da Silva,48720.0,Left Defensive Midfield,101,Brazil,781,"['09b80e57-1ed1-40ec-a124-580e110d7b41', '2cf1ace0-9020-42a8-9517-9088a915ea71']",33,,,,,,,,,,,,,,,,,Brazil,781,00:21:33.547,Pass,True
,,,,,,,,,,,,,,,,,,0.997094,,,,,,,,,,,,,,e5803f94-c413-4ea2-8486-9b6ad095dc78,2739,,,"[52.8, 40.3]",3939976,66,,,,1.4131413,,Right Foot,,,,"[55.9, 59.8]",Ground Pass,,19.744873,,,Danilo Luiz da Silva,3063.0,,,,,,2,From Throw In,Éder Gabriel Militão,13620.0,Right Center Back,101,Brazil,781,['e7b1aa5a-b5f8-4d3a-9a79-c9bc9a2fc48d'],36,,,,,,,,,,,,,,,,,Brazil,781,00:21:36.395,Pass,
,,,,,,,,,,,,,,,,,,2.91211,,,,,,,,,,,,,,5b596f30-c45e-4707-95bf-29f8e795207d,2742,,,"[57.3, 60.9]",3939976,66,,,,-0.070306465,,Right Foot,,,,"[107.0, 57.4]",High Pass,,49.823086,,Incomplete,Raphael Dias Belloli,10595.0,,,,,,2,From Throw In,Danilo Luiz da Silva,3063.0,Right Back,101,Brazil,781,"['1499a204-a638-439f-9600-49ce3f0a2372', 'ae3efb1b-19ea-4665-8011-e626aae7b13c']",38,,,,,,,,,,,,,,,,,Brazil,781,00:21:38.552,Pass,
,,,,,,,,,,,,,,,,,,0.817836,,,,,,,,,,,,,,18cbc5ad-81af-45fd-ae85-e24703bb050d,2752,,,"[92.6, 70.5]",3939976,66,,,,-2.374826,,Left Foot,,,,"[84.4, 62.6]",Ground Pass,,11.386395,,,Bruno Guimarães Rodriguez Moura,25142.0,,,,,,2,From Throw In,Raphael Dias Belloli,10595.0,Right Wing,101,Brazil,781,"['16151341-05a7-41e4-83fc-abe521326311', '19c0cddc-8520-498d-b85b-cf95b80ca088']",47,,,,,,,,,,,,,,,,,Brazil,781,00:21:47.466,Pass,True
,,,,,,,,,,,,,,,,,,0.605921,,,,,,,,,,,,,,e2837877-34d2-4779-ab1c-926ce994c78c,2755,,,"[88.6, 49.2]",3939976,66,,,,-0.42285392,,Right Foot,,,,"[98.6, 44.7]",Ground Pass,,10.965857,,,Rodrygo Silva de Goes,25104.0,,,,,,2,From Throw In,Bruno Guimarães Rodriguez Moura,25142.0,Right Defensive Midfield,101,Brazil,781,['b85ff917-1bdb-410b-83c9-d6feb5afc820'],50,,,,,,,,,,,,,,,,,Brazil,781,00:21:50.816,Pass,
,,,,,,,,,,,,,,,,,,1.889051,,,,,,,,,,,,,,4c83a8d0-bf0d-4ca7-9473-d6ce36408906,2760,,,"[12.2, 49.6]",3939976,67,,,,1.0620666,,Keeper Arm,,,,"[26.7, 75.6]",Ground Pass,,29.76995,,,Jeyland Yahir Mitchell Baltodano,143385.0,,,,,,2,Regular Play,Patrick Gilmar Sequeira Mejías,97291.0,Goalkeeper,102,Costa Rica,795,['21e7e67c-27a0-4c10-95f6-9f7bc23e98d0'],6,,,,,,,,,,,,,,,,,Costa Rica,795,00:22:06.682,Pass,
,,,,,,,,,,,,,,,,,,0.741712,,,,,,,,,,,,,,5fe71df6-7f60-40a1-af5e-e207a26cc013,2763,,,"[28.3, 76.1]",3939976,67,,,,-1.0452125,,Right Foot,,,,"[34.1, 66.1]",Ground Pass,,11.560277,,,Orlando Moisés Galo Calderón,132516.0,,,,,,2,Regular Play,Jeyland Yahir Mitchell Baltodano,143385.0,Right Center Back,102,Costa Rica,795,['3ba98ffd-0946-4450-b05e-e6d0771e6443'],9,,,,,,,,,,,,,,,,,Costa Rica,795,00:22:09.788,Pass,
,,,,,,,,,,,,,,,,,,2.399575,,,,,,,,,,,,,,3ac45d44-2d8f-4fa6-9675-4b14b75751b6,2767,,,"[35.0, 62.8]",3939976,67,,,,-2.7543433,,Left Foot,,,,"[9.5, 52.4]",Ground Pass,,27.539246,,,Patrick Gilmar Sequeira Mejías,97291.0,,,,,,2,Regular Play,Orlando Moisés Galo Calderón,132516.0,Center Defensive Midfield,102,Costa Rica,795,"['0ce4ad11-4b0c-43c7-a80b-87265ae501b2', '0ef88399-c730-44f0-ab33-cee2727b94b8']",11,,,,,,,,,,,,,,,,,Costa Rica,795,00:22:11.272,Pass,True
,,,,,,,,,,,,,,,,,,3.35564,,,,,,,,,,,,,,e6139592-5fdd-46de-8462-decc4c49a8b5,2771,,,"[11.1, 53.6]",3939976,67,,,,0.30225706,,Right Foot,,,,"[74.6, 73.4]",High Pass,,66.515335,,Incomplete,Warren Steven Madrigal Molina,154895.0,,,,,,2,Regular Play,Patrick Gilmar Sequeira Mejías,97291.0,Goalkeeper,102,Costa Rica,795,"['820461cf-2bac-4f43-bdd2-386978384f8f', 'dae8e01b-305c-4d3e-ba02-6ab357ef7079']",15,,,,,,,,,,,,,,,,,Costa Rica,795,00:22:15.273,Pass,
