50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.824862,,,,,,,,,,,,,,d84c6489-763b-4d9a-9859-489cecb5498b,2642,,,"[36.3, 42.8]",3942416,85,,,,,2.5348256,,Left Foot,,,,"[27.8, 48.7]",,Ground Pass,,10.34698,,,,Andrés Mateus Uribe Villa,6193.0,,,,,,2,Regular Play,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,147,Colombia,769,['d3bc053e-79fe-48e3-b6ff-d82b75eeefe6'],58,,,,,,,,,,,,,,,,,Colombia,769,00:40:58.139,Pass,
,,,,,,,,,,,,,,,1.045742,,,,,,,,,,,,,,07e8fe24-6909-4a64-ad5e-bb4a4d4c929c,2646,,,"[27.6, 50.1]",3942416,85,,,,,1.802661,,Right Foot,,,,"[24.2, 64.5]",,Ground Pass,,14.795945,,,,Santiago Arias Naranjo,5696.0,,,,,,2,Regular Play,Andrés Mateus Uribe Villa,6193.0,Center Defensive Midfield,147,Colombia,769,['4dc93766-f10d-46ff-8047-76fed69bb5fb'],59,,,,,,,,,,,,,,,,,Colombia,769,00:40:59.755,Pass,
,,,,,,,,,,,,,,,1.065887,,,,,,,,,,,,,,71d7282b-fc41-4ba8-a9aa-097832f7a9de,2649,,,"[24.2, 64.5]",3942416,86,,,,,-0.7978975,,Right Foot,,,,"[32.1, 56.4]",,Ground Pass,,11.314592,,,,Andrés Mateus Uribe Villa,6193.0,,,,,,2,Regular Play,Santiago Arias Naranjo,5696.0,Right Back,147,Colombia,769,['526cd71c-a0df-4598-af1c-a00f34ff7810'],1,,,,,,,,,,,,,,,,,Colombia,769,00:41:01.372,Pass,
,,,,,,,,,,,,,,,0.56956,,,,,,,,,,,,,,300e0f8f-a43e-4642-b734-fde8b8ea2846,2651,,,"[32.1, 56.0]",3942416,86,,,,,1.0259324,,Right Foot,,,,"[38.1, 65.9]",,Ground Pass,,11.576269,,,,Jorge Andrés Carrascal Guardo,28723.0,,,,,,2,Regular Play,Andrés Mateus Uribe Villa,6193.0,Center Defensive Midfield,147,Colombia,769,['e801fd92-3871-44de-a91f-c0f9b33aa622'],2,,,,,,,,,,,,,,,,,Colombia,769,00:41:02.438,Pass,
,,,,,,,,,,,,,,,1.374712,,,,,,,,,,,,,,dceaff8b-7b73-4e1a-b6d9-2729fe0a2daf,2664,,,"[50.2, 30.4]",3942416,86,,,,,0.84900653,,Right Foot,,,,"[64.9, 47.1]",,Ground Pass,,22.248146,,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,2,Regular Play,Carlos Miguel Harvey Cesneros,34148.0,Center Back,148,Panama,798,['eab0cb58-f29c-42e9-b79c-7fef211a64fe'],10,,,,,,,,,,,,,,,,,Panama,798,00:41:10.547,Pass,
,,,,,,,,,,,,,,,2.029593,,,,,,,,,,,,,,a7d866a8-a460-4caa-bc5d-9ed44ff6cd84,2667,,,"[74.6, 57.0]",3942416,86,,,,,1.0180317,,Right Foot,,,,"[87.0, 77.1]",,Ground Pass,,23.617155,,,,Michael Amir Murillo Bermudez,5641.0,,,,,,2,Regular Play,Edgar Yoel Bárcenas Herrera,5637.0,Right Wing,148,Panama,798,['5aa4885a-9822-4c5b-85f6-768f77e24796'],13,,,,,,,,,,,,,,,,,Panama,798,00:41:13.815,Pass,
,,,,,,,,,,,,,,,1.055377,,,,,,,,,,,,,,52c133d2-86f2-4ae3-8604-a80a5bfa0b78,2670,,,"[92.7, 75.2]",3942416,86,,,,,-2.1381598,,Right Foot,,,,"[86.2, 65.0]",,Ground Pass,,12.09504,,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,2,Regular Play,Michael Amir Murillo Bermudez,5641.0,Right Wing Back,148,Panama,798,['a0c0fa53-3464-47e5-9a91-ec45cf1091c5'],16,,,,,,,,,,,,,,,,,Panama,798,00:41:16.419,Pass,
,,,,,,,,,,,,,,,1.086041,,,,,,,,,,,,,,7eacd87e-2e53-444e-80a8-8e81f574b090,2675,,,"[97.8, 65.1]",3942416,86,,,,,1.4401578,,Right Foot,,,,"[99.6, 78.8]",,Ground Pass,,13.817742,,,,Michael Amir Murillo Bermudez,5641.0,,,,,,2,Regular Play,Edgar Yoel Bárcenas Herrera,5637.0,Right Wing,148,Panama,798,['96400ebf-879a-4c89-b619-6bc72fa4aa7c'],22,,,,,,,,,,,,,,,,,Panama,798,00:41:22.332,Pass,
,,,,,,,,,,,,,,,0.830153,,,,,,,,,,,,,,ed2cb45d-75c0-410e-a42c-b34c121978ff,2678,,,"[104.1, 77.7]",3942416,86,,,,,-1.4952646,,Right Foot,,,,"[105.5, 59.2]",,Ground Pass,,18.552896,,Incomplete,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,2,Regular Play,Michael Amir Murillo Bermudez,5641.0,Right Wing Back,148,Panama,798,"['32d18eaf-7738-4943-96dc-6f8e86027e95', 'db46d838-ad0f-452c-bb19-3326458e3590']",24,,,,,,,,,,,,,,,,,Panama,798,00:41:24.382,Pass,
,,,,,,,,,,,,,,,1.169688,,,,,,,,,,,,,,db46d838-ad0f-452c-bb19-3326458e3590,2680,,,"[14.6, 20.9]",3942416,86,,,,,-0.77335054,,Right Foot,,,,"[23.0, 12.7]",,Ground Pass,,11.738825,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,Recovery,2,Regular Play,Andrés Mateus Uribe Villa,6193.0,Center Defensive Midfield,149,Colombia,769,"['58570883-4e39-4317-908c-31bf8f5ee657', 'ed2cb45d-75c0-410e-a42c-b34c121978ff']",25,,,,,,,,,,,,,,,,,Colombia,769,00:41:25.212,Pass,
,,,,,,,,,,,,,,,0.731629,,,,,,,,,,,,,,9b793cd8-02db-48f7-9242-0c9c5186a01a,2683,,,"[23.0, 12.7]",3942416,86,,,,,2.9404657,,Right Foot,,,,"[12.7, 14.8]",,Ground Pass,,10.511898,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,Regular Play,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,149,Colombia,769,['f75a64b8-80eb-4541-8d62-997cd1576ee6'],26,,,,,,,,,,,,,,,,,Colombia,769,00:41:26.422,Pass,
,,,,,,,,,,,,,,,0.660397,,,,,,,,,,,,,,d411726b-65c2-4ce5-9ad2-4f91d669b446,2687,,,"[12.7, 15.5]",3942416,86,,,,,1.4332095,,Left Foot,,,,"[13.6, 22.0]",,Ground Pass,,6.5620117,,,,Andrés Mateus Uribe Villa,6193.0,,,,,,2,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,149,Colombia,769,['6bed49fd-11f7-43f4-ae5d-66b4fdb946a9'],28,,,,,,,,,,,,,,,,,Colombia,769,00:41:28.073,Pass,
,,,,,,,,,,,,,,,1.385715,,,,,,,,,,,,,,2d49ccb6-73d2-4fb8-8267-e37d206b576b,2691,,,"[13.3, 20.9]",3942416,86,,,,,2.231267,,Right Foot,,,,"[3.9, 33.0]",,Ground Pass,,15.3222065,,,,Camilo Andrés Vargas Gil,27225.0,,,,,,2,Regular Play,Andrés Mateus Uribe Villa,6193.0,Center Defensive Midfield,149,Colombia,769,['ffad7692-c9d0-4c96-b26a-2a43c6b5a685'],29,,,,,,,,,,,,,,,,,Colombia,769,00:41:29.252,Pass,
,,,,,,,,,,,,,,,2.919566,,,,,,,,,,,,,,a27328eb-3363-4c9a-885a-9a0d87cfc6d3,2694,,,"[4.3, 33.0]",3942416,86,,,,,-0.111214325,,Left Foot,,,,"[63.4, 26.4]",,High Pass,,59.467384,,Incomplete,,Miguel Ángel Borja Hernández,6333.0,,,,,,2,Regular Play,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,149,Colombia,769,"['5bf441b6-0f6d-4309-a92a-74e5c014c7bd', 'caab16d6-080d-46cf-a639-76a30fb2c7b1']",30,,,,,,,,,,,,,,,,,Colombia,769,00:41:30.678,Pass,
,,,,,,,,,,,,,,,3.703761,,,,,,,,,,,,,,5bf441b6-0f6d-4309-a92a-74e5c014c7bd,2696,,,"[56.7, 53.7]",3942416,86,,,,,-0.6725788,,Head,,,,"[79.3, 35.7]",,High Pass,,28.892214,,Incomplete,,,,,,,,Recovery,2,Regular Play,Edgardo Isaac Fariña Wynter,260212.0,Right Center Back,149,Colombia,769,"['a27328eb-3363-4c9a-885a-9a0d87cfc6d3', 'dd598b52-d085-49df-a4ef-3c96f82809bb']",33,,,,,,,,,,,,,,,,,Panama,798,00:41:33.598,Pass,
,,,,,,,,,,,,,,,0.714406,,,,,,,,,,,,,,dd598b52-d085-49df-a4ef-3c96f82809bb,2698,,,"[40.8, 44.4]",3942416,86,,,,,1.608212,,Head,,,,"[40.1, 63.1]",,Low Pass,,18.713097,,Incomplete,,Santiago Arias Naranjo,5696.0,,,,,Recovery,2,Regular Play,Richard Rios Montoya,49395.0,Right Center Midfield,149,Colombia,769,"['4c56eceb-002b-4dd2-a4aa-d46fd32ec6b6', '5761e642-53fc-4db2-bb12-a0e1a577d100', '5bf441b6-0f6d-4309-a92a-74e5c014c7bd', '848f7cc0-e99a-4360-a9ae-6720d00da75d']",37,,,,,,,,,,,,,,,,,Colombia,769,00:41:37.302,Pass,True
,,,,,,,,,,,,,,,0.614925,,,,,,,,,,,,,,850c542a-297e-4be6-82ba-0073b5fc57ec,2706,,,"[96.2, 5.0]",3942416,86,,,,,3.0518346,,Right Foot,,,,"[86.2, 5.9]",,Ground Pass,,10.040419,,,,José Ángel Córdoba Chambers,223971.0,,,,,,2,Regular Play,Eduardo Antonio Guerrero Lozcano,50971.0,Center Forward,150,Panama,798,['fd392165-cf6d-4c14-98e2-05b40d73ce10'],47,,,,,,,,,,,,,,,,,Panama,798,00:41:47.134,Pass,
,,,,,,,,,,,,,,,1.489863,,,,,,,,,,,,,,a36240d0-2710-40cb-a598-f5881b48172a,2710,,,"[85.8, 4.6]",3942416,86,,,,,2.604006,,Left Foot,,,,"[65.0, 17.0]",,Ground Pass,,24.215698,,,,Carlos Miguel Harvey Cesneros,34148.0,,,,,,2,Regular Play,José Ángel Córdoba Chambers,223971.0,Left Center Back,150,Panama,798,"['04398545-cfca-4182-9da7-c940e387d9fe', '40c82724-af41-4d9f-910a-ca3f437c5c27']",49,,,,,,,,,,,,,,,,,Panama,798,00:41:49.704,Pass,True
,,,,,,,,,,,,,,,2.668575,,,,,,,,,,,,,,52f74fd8-3db4-4359-aed5-298b773c0944,2713,,,"[69.1, 27.8]",3942416,86,,,,,1.0549574,,Right Foot,,,,"[98.7, 80.0]",,High Pass,,60.00833,,Out,,Michael Amir Murillo Bermudez,5641.0,,True,,,,2,Regular Play,Carlos Miguel Harvey Cesneros,34148.0,Center Back,150,Panama,798,['659b03c4-f9a2-4b47-985d-c696cf2127b4'],53,,,,,,,,,,,,,,,,,Panama,798,00:41:53.924,Pass,
,,,,,,,,,,,,,,,0.586083,,,,,,,,,,,,,,0cee4e95-6eda-46fc-9736-82f2bce00bda,2715,,,"[22.3, 0.1]",3942416,87,,True,,,0.3493444,,,,,,"[36.3, 5.2]",,Low Pass,,14.9,,,,Jorge Andrés Carrascal Guardo,28723.0,,,,,Throw-in,2,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,151,Colombia,769,['ade1db2c-4204-4095-8fa2-ed7e708535e5'],13,,,,,,,,,,,,,,,,,Colombia,769,00:42:13.905,Pass,
,,,,,,,,,,,,,,,3.869904,,,,,,,,,,,,,,322d4c0b-0317-4b2c-87be-0a97642228c9,2717,,,"[32.9, 2.5]",3942416,87,,,,,0.16551471,,Left Foot,,,,"[77.2, 9.9]",,High Pass,,44.913807,,,,Miguel Ángel Borja Hernández,6333.0,,,,,,2,From Throw In,Jorge Andrés Carrascal Guardo,28723.0,Left Center Midfield,151,Colombia,769,['c21809d8-de09-4cd1-9913-9941216a0f40'],14,,,,,,,,,,,,,,,,,Colombia,769,00:42:14.531,Pass,
,,,,,,,,,,,,,,,0.388944,,,,,,,,,,,,,,362726e5-17ee-4fd8-ba63-1ad112b03927,2732,,,"[90.3, 2.1]",3942416,87,,,,,1.2120256,,Right Foot,,,,"[93.0, 9.3]",,Ground Pass,,7.6896033,,Incomplete,,Miguel Ángel Borja Hernández,6333.0,,,,,,2,From Throw In,Jorge Andrés Carrascal Guardo,28723.0,Left Center Midfield,151,Colombia,769,"['16c04614-d595-4510-909c-efec90d49fd1', '81a007c0-611c-4775-b6d8-8314729620dd']",33,,,,,,,,,,,,,,,,,Colombia,769,00:42:33.162,Pass,
,,,,,,,,,,,,,,,0.982372,,,,,,,,,,,,,,f1162a96-a808-4bbf-ae8f-de5b8d9875bf,2737,,,"[25.1, 74.5]",3942416,87,,,,,0.38954774,,Right Foot,,,,"[34.6, 78.4]",,Ground Pass,,10.269372,,,,Michael Amir Murillo Bermudez,5641.0,,,,,,2,From Throw In,Jovani Francisco Welch Lopez,363986.0,Left Defensive Midfield,151,Colombia,769,['ed808b0a-d989-4c45-bf94-f0bc3b4e3190'],36,,,,,,,,,,,,,,,,,Panama,798,00:42:36.066,Pass,
,,,,,,,,,,,,,,,0.955461,,,,,,,,,,,,,,cad30c35-90eb-4f23-883e-ee4c2b8166ee,2745,,,"[92.0, 8.2]",3942416,87,,,,,1.218404,,Right Foot,,,,"[97.7, 23.7]",,Ground Pass,,16.514841,,,,Miguel Ángel Borja Hernández,6333.0,,,,,,2,From Throw In,Jorge Andrés Carrascal Guardo,28723.0,Left Center Midfield,151,Colombia,769,['1736e043-b677-48a2-a57e-cdcad3f41759'],39,,,,,,,,,,,,,,,,,Colombia,769,00:42:39.371,Pass,
,,,,,,,,,,,,,,,0.791842,,,,,,,,,,,,,,124bc5e1-06fc-495f-a27c-e61e0f7dabfc,2753,,,"[89.9, 41.2]",3942416,87,,,,,1.2741189,,Left Foot,,,,"[95.8, 60.5]",,Ground Pass,,20.181675,,,,Richard Rios Montoya,49395.0,,,,,,2,From Throw In,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,151,Colombia,769,['bd981699-afa5-49cc-8400-a2b57d261b8d'],45,,,,,,,,,,,,,,,,,Colombia,769,00:42:45.612,Pass,
,,,,,,,,,,,,,,,1.252193,,,,,,,,,,,,,,2abddcf6-f596-4256-aa59-99d66bdee902,2760,,,"[25.7, 30.9]",3942416,87,,,,,1.2070537,,Right Foot,,,,"[32.4, 48.5]",,Ground Pass,,18.832153,,,,Abdiel Armando Ayarza Cocanegra,35432.0,,,,,,2,Regular Play,Jovani Francisco Welch Lopez,363986.0,Left Defensive Midfield,152,Panama,798,['4b0ce931-d5aa-4067-af0f-ae7b98a59fc5'],50,,,,,,,,,,,,,,,,,Panama,798,00:42:50.943,Pass,
,,,,,,,,,,,,,,,1.348614,,,,,,,,,,,,,,b6063ce8-c6db-4ce1-a89e-eddeca9424cb,2763,,,"[41.5, 53.0]",3942416,87,,,,,0.30694678,,Left Foot,,,,"[63.9, 60.1]",,Ground Pass,,23.498299,,,,Ismael Díaz De León,5644.0,,,,,,2,Regular Play,Abdiel Armando Ayarza Cocanegra,35432.0,Right Defensive Midfield,152,Panama,798,['6f5b70ae-4518-4e6d-a1a1-89e7d1cd3cef'],54,,,,,,,,,,,,,,,,,Panama,798,00:42:54.984,Pass,
,,,,,,,,,,,,,,,2.693301,,,,,,,,,,,,,,a6aec42d-1a49-496b-bcec-0678ea919fea,2768,,,"[43.1, 8.5]",3942416,87,,,,,2.7884698,,Right Foot,,,,"[8.1, 21.4]",,Ground Pass,,37.30161,,,,Camilo Andrés Vargas Gil,27225.0,,,,,Recovery,2,Regular Play,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,153,Colombia,769,"['61c14e89-8d9d-407f-b340-68eb7f54618b', 'b3fe9060-3151-47a3-a4b8-7b5d8bfd6d7a']",58,,,,,,,,,,,,,,,,,Colombia,769,00:42:58.837,Pass,True
,,,,,,,,,,,,,,,1.642571,,,,,,,,,,,,,,45a2184f-0631-4bbd-9566-1a4a6734fa0d,2772,,,"[4.8, 21.4]",3942416,88,,,,,0.0,,Right Foot,,,,"[21.4, 21.4]",,Ground Pass,,16.6,,,,Andrés Mateus Uribe Villa,6193.0,,,,,,2,Regular Play,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,153,Colombia,769,['8c36c670-94b8-4468-b82b-63982ec89327'],2,,,,,,,,,,,,,,,,,Colombia,769,00:43:02.485,Pass,
,,,,,,,,,,,,,,,1.340688,,,,,,,,,,,,,,ca8d37f1-9b8b-4026-b9b5-fe21bf0a282c,2775,,,"[21.1, 20.2]",3942416,88,,,,,-1.7637671,,Right Foot,,,,"[17.7, 2.8]",,Ground Pass,,17.729073,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,Regular Play,Andrés Mateus Uribe Villa,6193.0,Center Defensive Midfield,153,Colombia,769,"['5e82d0c1-7536-4db2-9460-a870594d550e', '734c383c-09d1-4f15-87e0-e56fea7949e9']",4,,,,,,,,,,,,,,,,,Colombia,769,00:43:04.127,Pass,True
,,,,,,,,,,,,,,,1.868352,,,,,,,,,,,,,,7e4cbf56-8ad2-42fd-a725-a51a06c26069,2781,,,"[20.9, 3.4]",3942416,88,,True,,,2.0206518,,Right Foot,,,,"[6.8, 32.6]",,Ground Pass,,32.42607,,,,Camilo Andrés Vargas Gil,27225.0,,,,,Free Kick,2,From Free Kick,Johan Andrés Mojica Palacio,5691.0,Left Back,154,Colombia,769,['e5743a8b-3631-42c1-baee-50b2243370ac'],23,,,,,,,,,,,,,,,,,Colombia,769,00:43:23.336,Pass,
,,,,,,,,,,,,,,,1.301904,,,,,,,,,,,,,,ca445783-bbce-4eee-a897-23b362eac403,2783,,,"[5.8, 29.4]",3942416,88,,,,,0.123766065,,Left Foot,,,,"[26.7, 32.0]",,Ground Pass,,21.061102,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,2,From Free Kick,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,154,Colombia,769,['6cff82f5-bf20-4cd1-b379-b4e480d30dc1'],27,,,,,,,,,,,,,,,,,Colombia,769,00:43:27.956,Pass,
,,,,,,,,,,,,,,,1.495704,,,,,,,,,,,,,,35b967b5-efb9-484d-8053-fddfea026313,2786,,,"[30.7, 23.7]",3942416,88,,,,,-0.14116013,,Left Foot,,,,"[49.7, 21.0]",,Ground Pass,,19.190884,,,,Jorge Andrés Carrascal Guardo,28723.0,,,,,,2,From Free Kick,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,154,Colombia,769,['3c6f9586-b6bd-48b2-b09f-3b05aaca5978'],30,,,,,,,,,,,,,,,,,Colombia,769,00:43:30.835,Pass,
,,,,,,,,,,,,,,,1.315619,,,,,,,,,,,,,,19402eb8-805c-463b-8f3b-48c6b0c801bb,2789,,,"[53.2, 21.6]",3942416,88,,,,,1.430974,,Right Foot,,,,"[55.1, 35.1]",,Ground Pass,,13.633048,,,,Juan Fernando Quintero Paniagua,5692.0,,,,,,2,From Free Kick,Jorge Andrés Carrascal Guardo,28723.0,Left Center Midfield,154,Colombia,769,['cf87e8a9-909c-4071-a5f4-b57dbfee98fc'],33,,,,,,,,,,,,,,,,,Colombia,769,00:43:33.900,Pass,
,,,,,,,,,,,,,,,0.888809,,,,,,,,,,,,,,baeb0de1-f3fc-43a9-b293-31d1b90d321d,2792,,,"[57.0, 32.9]",3942416,88,,,,,0.6391627,,Left Foot,,,,"[64.4, 38.4]",,Ground Pass,,9.220087,,,,Luis Fernando Sinisterra Lucumí,16184.0,,,,,,2,From Free Kick,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,154,Colombia,769,['9209ef3a-a91d-44ed-8731-c3d671d65f9d'],36,,,,,,,,,,,,,,,,,Colombia,769,00:43:36.436,Pass,
,,,,,,,,,,,,,,,0.739317,,,,,,,,,,,,,,b0429332-0d73-4c72-a1c5-40f45a8ebb70,2795,,,"[67.3, 27.1]",3942416,88,,,,,-0.21608497,,Right Foot,,,,"[75.5, 25.3]",,Ground Pass,,8.395237,,,,Jorge Andrés Carrascal Guardo,28723.0,,,,,,2,From Free Kick,Luis Fernando Sinisterra Lucumí,16184.0,Left Center Forward,154,Colombia,769,['9cb039ee-a73b-41ed-869c-29e91d9f83de'],39,,,,,,,,,,,,,,,,,Colombia,769,00:43:39.310,Pass,
,,,,,,,,,,,,,,,0.878985,,,,,,,,,,,,,,41c6d972-7bea-47a9-a9ac-747288ca6694,2807,,,"[73.6, 18.8]",3942416,88,,,,,-1.7158381,,Right Foot,,,,"[72.3, 9.9]",,Ground Pass,,8.994443,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,2,From Free Kick,Luis Fernando Sinisterra Lucumí,16184.0,Left Center Forward,154,Colombia,769,['b9878c4a-0836-4e99-80ec-4cecebce87fa'],43,,,,,,,,,,,,,,,,,Colombia,769,00:43:43.621,Pass,
,,,,,,,,,,,,,,,1.356623,,,,,,,,,,,,,,0ae11be1-71b9-464d-a9ed-0070deb7482e,2810,,,"[68.5, 9.9]",3942416,88,,,,,2.7329059,,Left Foot,,,,"[55.8, 15.4]",,Ground Pass,,13.839798,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,From Free Kick,Johan Andrés Mojica Palacio,5691.0,Left Back,154,Colombia,769,['298489bd-86c0-4d22-898a-b32d6ddf3621'],46,,,,,,,,,,,,,,,,,Colombia,769,00:43:46.289,Pass,
,,,,,,,,,,,,,,,0.724507,,,,,,,,,,,,,,2d4b578d-0acb-4191-8e95-35fa6a6a8914,2813,,,"[55.8, 15.4]",3942416,88,,,,,1.3534269,,Right Foot,,,,"[59.4, 31.7]",,Ground Pass,,16.692812,,,,Andrés Mateus Uribe Villa,6193.0,,,,,,2,From Free Kick,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,154,Colombia,769,['5096758c-319a-4a79-a914-24fd4f1ee9f1'],48,,,,,,,,,,,,,,,,,Colombia,769,00:43:48.262,Pass,
,,,,,,,,,,,,,,,1.132413,,,,,,,,,,,,,,36c6d4a3-fc14-4e49-b913-ab0831b609e3,2816,,,"[59.4, 31.7]",3942416,88,,,,,-2.0791903,,Right Foot,,,,"[52.1, 18.6]",,Ground Pass,,14.996666,,,,Carlos Eccehomo Cuesta Figueroa,28567.0,,,,,,2,From Free Kick,Andrés Mateus Uribe Villa,6193.0,Center Defensive Midfield,154,Colombia,769,['5140d781-1059-4690-bebe-64b71cfe967a'],49,,,,,,,,,,,,,,,,,Colombia,769,00:43:49.066,Pass,
,,,,,,,,,,,,,,,1.069491,,,,,,,,,,,,,,83bbc9e6-45ec-433c-b25d-67f9dc69f020,2819,,,"[52.1, 18.6]",3942416,88,,,,,0.17771675,,Right Foot,,,,"[72.7, 22.3]",,Ground Pass,,20.929644,,,,Luis Fernando Sinisterra Lucumí,16184.0,,,,,,2,From Free Kick,Carlos Eccehomo Cuesta Figueroa,28567.0,Left Center Back,154,Colombia,769,['9448182c-7028-48aa-8bac-c9217f1f4014'],50,,,,,,,,,,,,,,,,,Colombia,769,00:43:50.905,Pass,
,,,,,,,,,,,,,,,3.108713,,,,,,,,,,,,,,ed161991-e80d-4e79-a638-71050f3c85c9,2834,,,"[47.0, 44.3]",3942416,89,,True,,,-1.2945778,,Right Foot,,,,"[50.6, 31.6]",,Ground Pass,,13.200378,,,,José Ángel Córdoba Chambers,223971.0,,,,,Free Kick,2,From Free Kick,Jovani Francisco Welch Lopez,363986.0,Left Defensive Midfield,156,Panama,798,['4dd42eb9-339d-4ae6-88a6-98f8f0043d32'],0,,,,,,,,,,,,,,,,,Panama,798,00:44:00.647,Pass,
,,,,,,,,,,,,,,,4.376115,,,,,,,,,,,,,,fc989cba-0077-4e8a-9eda-3307b0c426d4,2836,,,"[56.6, 26.2]",3942416,89,,,,,-0.080286816,,Left Foot,,,,"[117.5, 21.3]",,Ground Pass,,61.09681,,,,Eduardo Antonio Guerrero Lozcano,50971.0,,,,,,2,From Free Kick,José Ángel Córdoba Chambers,223971.0,Left Center Back,156,Panama,798,['307b89fc-0918-47b4-aa62-0b186fd414c8'],4,,,,,,,,,,,,,,,,,Panama,798,00:44:04.541,Pass,
,,,,,,,,,,,,,,,1.284654,,,,,,,,,,,,,,0a9017c5-e3f0-4a33-9882-73cbff597a5e,2840,,,"[117.4, 14.9]",3942416,89,,,,,-2.7314653,,Right Foot,,,,"[101.3, 7.9]",,Ground Pass,,17.55591,,,,Omar Javier Valencia Arauz,334178.0,,,,,,2,From Free Kick,Eduardo Antonio Guerrero Lozcano,50971.0,Center Forward,156,Panama,798,['607c4e2d-e24e-4591-a251-e21842a50255'],9,,,,,,,,,,,,,,,,,Panama,798,00:44:09.919,Pass,
,,,,,,,,,,,,,,,1.209126,,,,,,,,,,,,,,c67a420a-2a0e-4c97-8a75-4d468ce208ed,2843,,,"[95.8, 16.2]",3942416,89,,,,,2.3512194,,Left Foot,,,,"[85.8, 26.3]",,Ground Pass,,14.213022,,,,José Ángel Córdoba Chambers,223971.0,,,,,,2,From Free Kick,Omar Javier Valencia Arauz,334178.0,Left Wing Back,156,Panama,798,['ae72ad87-d9ba-42af-87c1-1b9b69dfe5f4'],13,,,,,,,,,,,,,,,,,Panama,798,00:44:13.712,Pass,
,,,,,,,,,,,,,,,1.066461,,,,,,,,,,,,,,c92c8641-558c-4528-b3ab-bc2012d2441c,2846,,,"[85.8, 26.3]",3942416,89,,,,,1.8171191,,Left Foot,,,,"[81.4, 43.8]",,Ground Pass,,18.044666,,,,Jovani Francisco Welch Lopez,363986.0,,,,,,2,From Free Kick,José Ángel Córdoba Chambers,223971.0,Left Center Back,156,Panama,798,['3b89b11b-1152-4ea5-b5a5-deb794a50820'],18,,,,,,,,,,,,,,,,,Panama,798,00:44:18.034,Pass,
,,,,,,,,,,,,,,,1.451085,,,,,,,,,,,,,,6edcf19a-29a4-48d2-bd18-467ed6123588,2849,,,"[81.4, 43.8]",3942416,89,,,,,1.3344926,,Right Foot,,,,"[88.6, 73.7]",,Ground Pass,,30.754675,,,,Michael Amir Murillo Bermudez,5641.0,,,,,,2,From Free Kick,Jovani Francisco Welch Lopez,363986.0,Left Defensive Midfield,156,Panama,798,['30a31df2-1c74-4f6d-9861-834f617c6489'],20,,,,,,,,,,,,,,,,,Panama,798,00:44:20.408,Pass,
