50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.004995,,,,,,,,,,,,e41bb405-d7ba-4db5-bf69-008f6ae35e7d,2319,,,"[64.0, 54.4]",3939985,74,,,,,0.41987994,,Right Foot,,,,"[75.2, 59.4]",Ground Pass,,12.265398,,,Jonathan Osorio,12770.0,,,,,,2,From Keeper,Moise Bombito,383250.0,Right Center Back,133,Canada,1833,"['12491773-5f88-401a-ae62-99813d23941e', 'c40b526e-2743-49a4-a9e8-31adab09b391']",41,,,,,,,,,,,,,,,,,Canada,1833,00:29:41.704,Pass,True
,,,,,,,,,,,,,,,,,,1.707513,,,,,,,,,,,,16308ad0-c485-4aa7-a5d0-631b0381e89c,2322,,,"[71.5, 60.7]",3939985,74,,,,,2.57168,,Right Foot,,,,"[57.3, 69.8]",Ground Pass,,16.865646,,,Moise Bombito,383250.0,,,,,,2,From Keeper,Jonathan Osorio,12770.0,Right Defensive Midfield,133,Canada,1833,['5f48951e-a2a3-4f37-aacf-9bef20427ab0'],43,,,,,,,,,,,,,,,,,Canada,1833,00:29:43.849,Pass,
,,,,,,,,,,,,,,,,,,3.294245,,,,,,,,,,,,dea7a699-ecf5-4cae-8607-5096aa0456c2,2325,,,"[58.7, 69.2]",3939985,74,,,,,-1.050031,,Right Foot,,,,"[93.0, 9.4]",High Pass,,68.9386,,,Liam Millar,23363.0,,True,,,,2,From Keeper,Moise Bombito,383250.0,Right Center Back,133,Canada,1833,['5886b286-1c98-4884-8525-1371870af455'],47,,,,,,,,,,,,,,,,,Canada,1833,00:29:47.320,Pass,
,,,,,,,,,,,,,,,,,,1.233374,,,,,,,,,,,,1a95483c-7eb0-4c90-862c-3693dc4be540,2327,,,"[93.1, 11.0]",3939985,74,,,,,2.0065873,,Head,,,,"[87.0, 24.1]",Low Pass,,14.450605,Incomplete,,,,,,,,,2,From Keeper,Liam Millar,23363.0,Left Wing,133,Canada,1833,['86b48870-4296-4168-9fce-ca591c4b7b71'],50,,,,,,,,,,,,,,,,,Canada,1833,00:29:50.614,Pass,
,,,,,,,,,,,True,,,,,,,0.999798,,,,,,,,,,,,86b48870-4296-4168-9fce-ca591c4b7b71,2328,,,"[33.1, 56.0]",3939985,74,,,,,2.298566,,Right Foot,,,,"[23.3, 67.0]",Low Pass,,14.732278,,,Mauricio Aníbal Isla Isla,18874.0,,,,,Interception,2,Regular Play,Marcos Nikolas Bolados Hidalgo,35939.0,Right Midfield,134,Chile,3562,"['1a95483c-7eb0-4c90-862c-3693dc4be540', 'b7c3c92e-9eff-4cf0-85d4-2cefd2267528']",51,,,,,,,,,,,,,,,,,Chile,3562,00:29:51.847,Pass,
,,,,,,,,,,,,,,,,,,1.276047,,,,,,,,,,,,b71d22a2-d4f9-4104-b19c-62f534f0f8fb,2330,,,"[24.1, 66.8]",3939985,74,,,,,0.10362746,,Right Foot,,,,"[36.6, 68.1]",High Pass,,12.567418,Unknown,,,,,,,,,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,134,Chile,3562,,52,,,,,,,,,,,,,,,,,Chile,3562,00:29:52.847,Pass,
,,,,,,,,,,,,,,,,,,2.885775,,,,,,,,,,,,5b28128d-42e1-4a11-9c06-56157247e8b8,2335,,,"[55.5, 74.3]",3939985,75,,,,,-0.09844616,,Right Foot,,,,"[104.1, 69.5]",High Pass,,48.83646,,,Marcos Nikolas Bolados Hidalgo,35939.0,,,,,Free Kick,2,From Free Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,135,Chile,3562,['8456c0c2-e8c1-42bf-b66d-d7f22030c617'],40,,,,,,,,,,,,,,,,,Chile,3562,00:30:40.203,Pass,
,,,,,,,,,,,,,,,,,,0.12995,,,,,,,,,,,,071411a0-064c-4a6b-b8b4-031fd87c41e8,2350,,,"[12.6, 13.3]",3939985,75,,,,,-0.6202495,,Left Foot,,,,"[14.7, 11.8]",Ground Pass,,2.5806975,Incomplete,,Liam Millar,23363.0,,,,,Recovery,2,From Free Kick,Derek Cornelius,23760.0,Left Center Back,135,Chile,3562,"['3dd9bdb9-7e50-4260-a259-21b8dca02126', '9717ab62-6c2d-49b2-a42c-a86b25aebe8c', 'b87cd6bc-3208-45ab-95dd-27793bb6c277']",49,,,,,,,,,,,,,,,,,Canada,1833,00:30:49.186,Pass,True
,,,,,,,,,,,,,,,,,,1.656462,,,,,,,,,,,,9b0847aa-c7a8-4514-97c5-b61e91698bde,2354,,,"[7.0, 43.9]",3939985,76,,,,,-0.90890425,,Right Foot,,,,"[19.7, 27.6]",Ground Pass,,20.663494,,,Derek Cornelius,23760.0,,,,,Goal Kick,2,From Goal Kick,Maxime Crépeau,23758.0,Goalkeeper,136,Canada,1833,['7a598227-155a-452d-af5e-b25a5b42059b'],24,,,,,,,,,,,,,,,,,Canada,1833,00:31:24.837,Pass,
,,,,,,,,,,,,,,,,,,0.815616,,,,,,,,,,,,415c22e3-34a1-4bc9-bf15-c5bb6a324213,2357,,,"[22.6, 29.1]",3939985,76,,,,,0.8772443,,Left Foot,,,,"[29.5, 37.4]",Ground Pass,,10.793516,,,Stephen Antunes Eustáquio,11187.0,,,,,,2,From Goal Kick,Derek Cornelius,23760.0,Left Center Back,136,Canada,1833,['e5f01058-1fcf-41a9-b6ce-9e10927183a5'],31,,,,,,,,,,,,,,,,,Canada,1833,00:31:31.380,Pass,
,,,,,,,,,,,,,,,,,,0.555685,,,,,,,,,,,,fa73c9b8-9cdf-4d03-80fe-82b6d8de1299,2360,,,"[29.5, 37.4]",3939985,76,,,,,1.4229469,,Right Foot,,,,"[30.9, 46.8]",Ground Pass,,9.503683,,,Jonathan Osorio,12770.0,,,,,,2,From Goal Kick,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,136,Canada,1833,['5632adb7-27a3-437f-9e36-494f7c6eb3e6'],32,,,,,,,,,,,,,,,,,Canada,1833,00:31:32.545,Pass,
,,,,,,,,,,,,,,,,,,1.246318,,,,,,,,,,,,fa1bfc28-ca2a-4c93-9409-8708ac0517eb,2363,,,"[30.5, 50.5]",3939985,76,,,,,1.5218558,,Right Foot,,,,"[31.7, 75.0]",Ground Pass,,24.52937,,,Alistair Johnston,44703.0,,,,,,2,From Goal Kick,Jonathan Osorio,12770.0,Right Defensive Midfield,136,Canada,1833,['cebedb77-d16d-4f08-815d-eb9a61ee254c'],34,,,,,,,,,,,,,,,,,Canada,1833,00:31:34.498,Pass,
,,,,,,,,,,,,,,,,,,0.557916,,,,,,,,,,,,72dd9875-bd90-4802-8a35-12e5f41cd788,2366,,,"[32.2, 75.0]",3939985,76,,,,,-1.4994888,,Right Foot,,,,"[33.0, 63.8]",Ground Pass,,11.228535,,,Jonathan Osorio,12770.0,,,,,,2,From Goal Kick,Alistair Johnston,44703.0,Right Back,136,Canada,1833,['da80bd65-53d8-4e52-8da1-33fa92a286bc'],37,,,,,,,,,,,,,,,,,Canada,1833,00:31:37.150,Pass,
,,,,,,,,,,,,,,,,,,1.802547,,,,,,,,,,,,49be6cc5-6003-485a-a39b-b4b5db124eeb,2369,,,"[35.3, 63.6]",3939985,76,,,,,0.50789917,,Right Foot,,,,"[56.5, 75.4]",Ground Pass,,24.262728,,,Jonathan David,23640.0,,,,,,2,From Goal Kick,Jonathan Osorio,12770.0,Right Defensive Midfield,136,Canada,1833,['add6b9c0-0190-461e-92a5-1ed3e6b70ec1'],38,,,,,,,,,,,,,,,,,Canada,1833,00:31:38.922,Pass,
,,,,,,,,,,,,,,,,,,0.87702,,,,,,,,,,,,0954428e-cea7-47dc-afe0-cace5bbca8f2,2376,,,"[71.5, 54.6]",3939985,76,,,,,-1.8804992,,Left Foot,,,,"[68.3, 44.6]",Ground Pass,,10.499524,,,Stephen Antunes Eustáquio,11187.0,,,,,,2,From Goal Kick,Jonathan David,23640.0,Center Attacking Midfield,136,Canada,1833,['c4fda5e6-54b0-421c-a3c5-6cca8739352e'],45,,,,,,,,,,,,,,,,,Canada,1833,00:31:45.882,Pass,
,,,,,,,,,,,,,,,,,,0.174279,,,,,,,,,,,,dd6ee643-0a6a-4a62-ac03-10f12267b122,2379,,,"[68.3, 44.6]",3939985,76,,,,,-1.194306,,Right Foot,,,,"[70.0, 40.3]",Low Pass,,4.6238513,Incomplete,,,,,,,,,2,From Goal Kick,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,136,Canada,1833,['27b0273f-b14e-46a4-aac8-079d9ff36341'],46,,,,,,,,,,,,,,,,,Canada,1833,00:31:46.928,Pass,
,,,,,,,,,,,,,,,,,,0.655133,,,,,,,,,,,,cfdf8880-5fe6-49ef-8b4e-0b590d0d3775,2385,,,"[76.2, 44.6]",3939985,76,,,,,-0.31874755,,Right Foot,,,,"[86.2, 41.3]",Ground Pass,,10.530432,,,Tanitoluwa Oluwaseyi,224603.0,,,,,,2,From Goal Kick,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,136,Canada,1833,['54870e98-3cdc-4656-9d3a-68e309e6f270'],49,,,,,,,,,,,,,,,,,Canada,1833,00:31:49.993,Pass,
,,,,,,,,,,,,,,,,,,0.904956,,,,,,,,,,,,947e1194-f60e-4694-a566-3a5283fc0e25,2389,,,"[84.5, 38.0]",3939985,76,,,,,-1.6981521,,Left Foot,,,,"[82.4, 21.6]",Ground Pass,,16.533905,,,Alphonso Davies,12365.0,,,,,,2,From Goal Kick,Tanitoluwa Oluwaseyi,224603.0,Center Forward,136,Canada,1833,['75bb7afa-ae80-4845-a4c4-76ebbe2fbd05'],52,,,,,,,,,,,,,,,,,Canada,1833,00:31:52.610,Pass,
,,,,,,,,,,,,,,,,,,1.540707,,,,,,,,,,,,18c4ec7b-b8bb-4752-8e7b-f9bdc3bf1497,2392,,,"[84.1, 19.9]",3939985,76,,,,,0.25998908,,Left Foot,,,,"[104.4, 25.3]",Ground Pass,,21.00595,,,Tanitoluwa Oluwaseyi,224603.0,,,,,,2,From Goal Kick,Alphonso Davies,12365.0,Left Back,136,Canada,1833,['ecbce26b-fc7d-4343-92f3-0145aa0b7ece'],55,,,,,,,,,,,,,,,,,Canada,1833,00:31:55.732,Pass,
,,,,,,,,,,,,,,,,,,1.302394,,,,,,,,,,,,b52da218-c97a-417f-9e0a-0886e3918fbc,2395,,,"[104.7, 24.7]",3939985,76,,,,,-1.2165369,,Left Foot,,,,"[110.1, 10.1]",Ground Pass,,15.566631,,,Liam Millar,23363.0,,,,,,2,From Goal Kick,Tanitoluwa Oluwaseyi,224603.0,Center Forward,136,Canada,1833,['559bf5ba-57a2-4709-b0a2-9a1a7c42e734'],57,,,,,,,,,,,,,,,,,Canada,1833,00:31:57.281,Pass,
,,,,,,,,,,,,,,,,,,1.501103,,,,,,,,,,,,9689c5c4-2bf2-402e-9415-ddb562a32693,2402,,,"[7.7, 77.2]",3939985,77,,,,,-0.43535328,,Right Foot,,,,"[20.6, 71.2]",Low Pass,,14.227087,Incomplete,,,,,,,,,2,From Goal Kick,Mauricio Aníbal Isla Isla,18874.0,Right Back,136,Canada,1833,['be2cb9f4-ee49-48f3-b6bc-f18750bdc27f'],6,,,,,,,,,,,,,,,,,Chile,3562,00:32:06.449,Pass,
,,,,,,,,,,,,,,,,,,1.19534,,,,,,,,,,,,be2cb9f4-ee49-48f3-b6bc-f18750bdc27f,2403,,,"[99.5, 8.9]",3939985,77,,,,,1.1550825,,Right Foot,,,,"[104.4, 20.0]",Low Pass,,12.133425,,,Alphonso Davies,12365.0,,,,,Recovery,2,From Goal Kick,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,136,Canada,1833,"['9689c5c4-2bf2-402e-9415-ddb562a32693', 'd220f3a9-261c-4031-add9-e9fc9c4bcae3']",7,,,,,,,,,,,,,,,,,Canada,1833,00:32:07.950,Pass,
,,,,,,,,,,,,,,,,,,4.344777,,,,,,,,,,,,15670682-e11e-4b98-aacd-487dd365ab6e,2409,,,"[5.4, 35.7]",3939985,77,,,,,-0.08324747,,Right Foot,,,,"[83.3, 29.2]",High Pass,,78.17071,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Gabriel Arias Arroyo,28648.0,Goalkeeper,137,Chile,3562,['9934a1a2-999b-4220-8e0b-f20783c11d3f'],33,,,,,,,,,,,,,,,,,Chile,3562,00:32:33.656,Pass,
,,,,,,,,,,,,,,,,,,0.91322,,,,,,,,,,,,9934a1a2-999b-4220-8e0b-f20783c11d3f,2410,,,"[36.8, 50.9]",3939985,77,,,,,-0.41012734,,Other,,,,"[43.7, 47.9]",High Pass,,7.5239615,,,Stephen Antunes Eustáquio,11187.0,,,,,Recovery,2,Regular Play,Moise Bombito,383250.0,Right Center Back,138,Canada,1833,"['15670682-e11e-4b98-aacd-487dd365ab6e', '556427df-2a03-457e-a034-e66cac41d12b']",38,,,,,,,,,,,,,,,,,Canada,1833,00:32:38.001,Pass,
,,,,,,,,,,,,,,,,,,0.844929,,,,,,,,,,,,6d6c5233-f478-4817-815a-92ac38b3e912,2412,,,"[43.7, 47.9]",3939985,77,,,,,1.8811837,,Head,,,,"[42.0, 53.2]",High Pass,,5.565968,,,Jonathan Osorio,12770.0,,,,,,2,Regular Play,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,138,Canada,1833,['dfb68981-86ef-4468-878e-014fe39dc1b5'],38,,,,,,,,,,,,,,,,,Canada,1833,00:32:38.947,Pass,
,,,,,,,,,,,,,,,,,,1.599413,,,,,,,,,,,,b20499c0-616c-4fd0-b352-ea7e1f0f311b,2415,,,"[41.3, 52.6]",3939985,77,,,,,-2.3998985,,Left Foot,,,,"[23.4, 36.2]",Low Pass,,24.276943,,,Moise Bombito,383250.0,,,,,,2,Regular Play,Jonathan Osorio,12770.0,Right Defensive Midfield,138,Canada,1833,['8ab62927-9abf-4d9c-a987-0ec162daf1ef'],40,,,,,,,,,,,,,,,,,Canada,1833,00:32:40.208,Pass,
,,,,,,,,,,,,,,,,,,3.002691,,,,,,,,,,,,b0781ab4-e6ea-42fa-bfdb-7fd6b82fa174,2418,,,"[23.4, 36.2]",3939985,77,,,,,-0.42004725,,Left Foot,,,,"[59.0, 20.3]",High Pass,,38.989357,Incomplete,,,,,,,,,2,Regular Play,Moise Bombito,383250.0,Right Center Back,138,Canada,1833,['a9a23d89-ec76-4842-a20b-cb8f1b66058d'],42,,,,,,,,,,,,,,,,,Canada,1833,00:32:42.056,Pass,
,,,,,,,,,,,,,,,,,,0.713705,,,,,,,,,,,,a9a23d89-ec76-4842-a20b-cb8f1b66058d,2419,,,"[61.1, 59.8]",3939985,77,,,,,-0.5621867,,Head,,,,"[71.1, 53.5]",Low Pass,,11.819053,,,Rodrigo Eduardo Echeverría Sáez,35738.0,,,,,Recovery,2,Regular Play,Mauricio Aníbal Isla Isla,18874.0,Right Back,138,Canada,1833,"['8ceab17e-2efd-48fa-8f33-1af584cdd197', 'b0781ab4-e6ea-42fa-bfdb-7fd6b82fa174']",45,,,,,,,,,,,,,,,,,Chile,3562,00:32:45.058,Pass,
,,,,,,,,,,,,,,,,,,1.438989,,,,,,,,,,,,4ad94fc6-bc8b-4f78-9937-e242238330ab,2421,,,"[71.1, 52.7]",3939985,77,,,,,-0.27970415,,Head,,,,"[80.5, 50.0]",High Pass,,9.780082,Incomplete,,,,,,,,,2,Regular Play,Rodrigo Eduardo Echeverría Sáez,35738.0,Right Defensive Midfield,138,Canada,1833,['3a83cff1-03b5-431c-b4e5-c347c007e987'],45,,,,,,,,,,,,,,,,,Chile,3562,00:32:45.772,Pass,
,,,,,,,,,,,,,,,,,,2.015978,,,,,,,,,,,,4dcbabfd-356a-4a60-89ed-090623e13694,2424,,,"[35.1, 24.3]",3939985,77,,,,,-1.3228415,,Left Foot,,,,"[41.1, 0.6]",High Pass,,24.447699,Out,,,,,,,,,2,Regular Play,Alphonso Davies,12365.0,Left Back,138,Canada,1833,,47,,,,,,,,,,,,,,,,,Canada,1833,00:32:47.769,Pass,
,,,,,,,,,,,,,,,,,,0.905149,,,,,,,,,,,,c440d0e5-e056-4f06-988f-d1aa4b38a6e4,2425,,,"[87.5, 80.0]",3939985,78,,,,,-1.1491088,,,,,,"[92.3, 69.3]",Low Pass,,11.727319,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Throw-in,2,From Throw In,Mauricio Aníbal Isla Isla,18874.0,Right Back,139,Chile,3562,['00bf7e1e-28b7-44b2-9af4-3a84ebad7116'],15,,,,,,,,,,,,,,,,,Chile,3562,00:33:15.988,Pass,
,,,,,,,,,,,,,,,,,,0.503056,,,,,,,,,,,,27880115-4b26-4d90-8d15-65b200fe785d,2429,,,"[91.7, 69.3]",3939985,78,,,,,0.5237757,,Right Foot,,,,"[103.3, 76.0]",Ground Pass,,13.395895,Incomplete,,Marcos Nikolas Bolados Hidalgo,35939.0,,,,,,2,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Center Forward,139,Chile,3562,"['3c3762e8-2539-4e30-a00c-706d4f0aa1c1', 'eeff589e-1b24-4992-9660-190858772741', 'fd04e236-17f0-4dd8-bbb4-45090246bb8f']",17,,,,,,,,,,,,,,,,,Chile,3562,00:33:17.439,Pass,True
,,,,,,,,,,,,,,,,,,0.086698,,,,,,,,,,,,b5c8ba2d-0b20-462a-88cc-141dd32acbcc,2433,,,"[19.9, 2.9]",3939985,78,,,,,2.3906636,,Right Foot,,,,"[18.4, 4.3]",Ground Pass,,2.0518284,Incomplete,,,,,,,,Recovery,2,From Throw In,Liam Millar,23363.0,Left Wing,139,Chile,3562,"['639cf37e-8d28-4eab-9082-f5efb7bd79ad', '9ad3f982-ea8b-42f9-b3ba-4c9996dcf729']",19,,,,,,,,,,,,,,,,,Canada,1833,00:33:19.349,Pass,True
,,,,,,,,,,,,,,,,,,0.582197,,,,,,,,,,,,2bd79eaa-c99b-4de1-bc13-2f8d35ca5d3b,2437,,,"[27.8, 12.9]",3939985,78,,,,,1.2155654,,Right Foot,,,,"[30.1, 19.1]",Low Pass,,6.6128664,Incomplete,,Jonathan David,23640.0,,,,,Recovery,2,From Throw In,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,139,Chile,3562,"['8015da53-cbe2-401e-8bae-c1ffc3474a12', 'bb8cb06e-97bb-448c-b64d-ccd269ab7d47']",22,,,,,,,,,,,,,,,,,Canada,1833,00:33:22.103,Pass,
,,,,,,,,,,,,,,,,,,2.538613,,,,,,,,,,,,1b9fc43d-00e0-4487-94e8-008a3e355b48,2442,,,"[33.3, 12.8]",3939985,78,,,,,-0.14888994,,Right Foot,,,,"[67.3, 7.7]",Ground Pass,,34.38037,,,Liam Millar,23363.0,,,,,,2,From Throw In,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,139,Chile,3562,['8a4c9937-93f3-4266-982a-069ebdcc6861'],24,,,,,,,,,,,,,,,,,Canada,1833,00:33:24.708,Pass,
,,,,,,,,,,,,,,,,,,1.050857,,,,,,,,,,,,cf2f72e6-ae43-407e-8267-bbb4044cca8f,2445,,,"[101.2, 16.6]",3939985,78,,,,,1.0884434,,Left Foot,True,,,"[113.4, 39.9]",High Pass,,26.30076,Incomplete,,Tanitoluwa Oluwaseyi,224603.0,,,,,,2,From Throw In,Liam Millar,23363.0,Left Wing,139,Chile,3562,"['21612098-725a-4072-b1b7-89ed8a813f33', '221007b6-bb3e-491f-8e7d-df983615f3e7']",30,,,,,,,,,,,,,,,,,Canada,1833,00:33:30.490,Pass,
,,,,,,,,,,,,,,,,,,4.174329,,,,,,,,,,,,02ac552d-b296-46d7-aa75-9a5b5f896eb2,2453,,,"[15.6, 45.0]",3939985,81,,,,,0.013907309,,Right Foot,,,,"[87.5, 46.0]",High Pass,,71.90695,,,Marcos Nikolas Bolados Hidalgo,35939.0,,,,,Free Kick,2,From Free Kick,Gabriel Arias Arroyo,28648.0,Goalkeeper,141,Chile,3562,['0d0f7ab4-59d1-406f-b9e5-e00830183a00'],10,,,,,,,,,,,,,,,,,Chile,3562,00:36:10.813,Pass,
,,,,,,,,,,,,,,,,,,1.014835,,,,,,,,,,,,5ca49dc6-dcaf-44e9-acaf-e387402e9187,2455,,,"[85.5, 46.9]",3939985,81,,,,,0.39479113,,Head,,,,"[97.5, 51.9]",Low Pass,,13.0,Incomplete,,,,,,,,,2,From Free Kick,Marcos Nikolas Bolados Hidalgo,35939.0,Right Midfield,141,Chile,3562,['6e50c5ad-daf4-4644-9045-d1332197c769'],15,,,,,,,,,,,,,,,,,Chile,3562,00:36:15.028,Pass,
,,,,,,,,,,,,,,,,,,0.903805,,,,,,,,,,,,6e50c5ad-daf4-4644-9045-d1332197c769,2457,,,"[22.6, 28.2]",3939985,81,,,,True,0.8593372,,,,,,"[25.1, 31.1]",High Pass,,3.8288379,,,Derek Cornelius,23760.0,,,,,Recovery,2,Regular Play,Alphonso Davies,12365.0,Left Back,142,Canada,1833,"['039b64e8-1514-4750-a201-7029eacf368f', '5ca49dc6-dcaf-44e9-acaf-e387402e9187', '86f07e23-0219-478b-8dbc-68e811b32608']",16,,,,,,,,,,,,,,,,,Canada,1833,00:36:16.043,Pass,True
,,,,,,,,,,,,,,,,,,2.253455,,,,,,,,,,,,1a11a550-d54c-472d-ad38-dec542602472,2459,,,"[25.1, 31.1]",3939985,81,,,,,-1.8360034,,Head,,,,"[20.7, 14.9]",High Pass,,16.7869,,,Alphonso Davies,12365.0,,,,,,2,Regular Play,Derek Cornelius,23760.0,Left Center Back,142,Canada,1833,['98f36c36-8688-4f22-ba75-9d2827d03122'],16,,,,,,,,,,,,,,,,,Canada,1833,00:36:16.965,Pass,
,,,,,,,,,,,,,,,,,,0.245491,,,,,,,,,,,,5047d7a9-59c6-4f1a-a4af-ad6c1eb704c8,2462,,,"[16.8, 5.4]",3939985,81,,,,,0.11379201,,Left Foot,,,,"[20.3, 5.8]",Low Pass,,3.522783,Incomplete,,,,,,,,,2,Regular Play,Alphonso Davies,12365.0,Left Back,142,Canada,1833,['32879de2-6c57-4021-b566-00c95e81b8ec'],19,,,,,,,,,,,,,,,,,Canada,1833,00:36:19.993,Pass,
,,,,,,,,,,,,,,,,,,0.727094,,,,,,,,,,,,afcaba81-2c85-4995-b5d1-6f2f8556836d,2465,,,"[23.9, 0.1]",3939985,81,,True,,,3.0029528,,,,,,"[11.0, 1.9]",Low Pass,,13.024976,,,Derek Cornelius,23760.0,,,,,Throw-in,2,From Throw In,Alphonso Davies,12365.0,Left Back,143,Canada,1833,['7c6bd63d-afcb-42e8-8409-4e5627e1962c'],43,,,,,,,,,,,,,,,,,Canada,1833,00:36:43.561,Pass,
,,,,,,,,,,,,,,,,,,2.29988,,,,,,,,,,,,ccd3de53-343e-44ba-abb5-828df55fde39,2467,,,"[9.7, 2.4]",3939985,81,,True,,,0.3372325,,Left Foot,,,,"[65.6, 22.0]",High Pass,,59.23656,Incomplete,,Tanitoluwa Oluwaseyi,224603.0,,,,,,2,From Throw In,Derek Cornelius,23760.0,Left Center Back,143,Canada,1833,"['8fd484d2-a05d-4df6-8afe-a38b323bb61c', 'a8c8d780-7385-4f7b-b62a-a441282b89c7']",44,,,,,,,,,,,,,,,,,Canada,1833,00:36:44.302,Pass,
,,,,,,,,,,,,,,,,,,3.72738,,,,,,,,,,,,a8c8d780-7385-4f7b-b62a-a441282b89c7,2469,,,"[54.5, 58.1]",3939985,81,,,,,0.02359444,,Head,,,,"[88.4, 58.9]",High Pass,,33.90944,Incomplete,,,,,,,,Recovery,2,From Throw In,Guillermo Alfonso Maripán Loaysa,6855.0,Left Center Back,143,Canada,1833,"['a4424fea-eee0-46b6-9ca0-67443cb21a66', 'ccd3de53-343e-44ba-abb5-828df55fde39']",46,,,,,,,,,,,,,,,,,Chile,3562,00:36:46.602,Pass,
,,,,,,,,,,,,,,,,,,0.71631,,,,,,,,,,,,a4424fea-eee0-46b6-9ca0-67443cb21a66,2470,,,"[31.7, 21.2]",3939985,81,,,,,2.9229238,,Head,,,,"[24.5, 22.8]",High Pass,,7.3756356,,,Derek Cornelius,23760.0,,,,,Recovery,2,From Throw In,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,143,Canada,1833,"['a8c8d780-7385-4f7b-b62a-a441282b89c7', 'ed8293bf-bc68-4ba0-a7c1-4d8527cb3d85']",50,,,,,,,,,,,,,,,,,Canada,1833,00:36:50.330,Pass,
,,,,,,,,,,,,,,,,,,2.806106,,,,,,,,,,,,63f4fa6c-458d-4d0b-a9f6-66f404f8bf2b,2472,,,"[24.5, 22.6]",3939985,81,,,,,-0.063176155,,Left Foot,,,,"[65.6, 20.0]",High Pass,,41.182156,Incomplete,,Tanitoluwa Oluwaseyi,224603.0,,,,,,2,From Throw In,Derek Cornelius,23760.0,Left Center Back,143,Canada,1833,"['08a111c2-5efe-4fc8-93b8-4cb75a60bb3e', '397314e4-d624-4eee-a5f2-f85ca3fb2db7']",51,,,,,,,,,,,,,,,,,Canada,1833,00:36:51.046,Pass,
,,,,,,,,,,,,,,,,,,2.220468,,,,,,,,,,,,08a111c2-5efe-4fc8-93b8-4cb75a60bb3e,2474,,,"[54.5, 60.1]",3939985,81,,,,,0.45983082,,Right Foot,,,,"[75.5, 70.5]",High Pass,,23.434164,,,Marcos Nikolas Bolados Hidalgo,35939.0,,,,,Recovery,2,Regular Play,Igor Lichnovsky Osorio,26256.0,Right Center Back,144,Chile,3562,"['63f4fa6c-458d-4d0b-a9f6-66f404f8bf2b', 'b45b0fdc-87b6-4a9e-8ff8-676a016517df']",53,,,,,,,,,,,,,,,,,Chile,3562,00:36:53.852,Pass,
,,,,,,,,,,,,,,,,,,1.106233,,,,,,,,,,,,3f0cd33c-4634-4c02-a953-c6457209f34c,2477,,,"[76.1, 71.4]",3939985,81,,,,True,2.9654706,,,,,,"[64.3, 73.5]",High Pass,,11.985408,,,Mauricio Aníbal Isla Isla,18874.0,,,,,,2,Regular Play,Marcos Nikolas Bolados Hidalgo,35939.0,Right Midfield,144,Chile,3562,"['4e801ba3-fc7f-46a4-aa93-352d2b225246', 'cf6d461a-5144-45c8-93af-3dab1ac3808c']",56,,,,,,,,,,,,,,,,,Chile,3562,00:36:56.073,Pass,True
